Item,ER Suggestion,Label,New Label
4,"MitspielerInnen um Hilfe fragen, sich zu verbessern",info,
5,Gelassen bleiben - Uni ist nicht mein Leben,reapp,
5,"Ich rede mir ein, dass dies nur die anfängliche Nervosität ist",reapp,
5,"Ich rede mit Freunden/Familie darüber & frage, ob sie ähnliche Erfahrungen gemacht haben",social-supp,
5,mich nicht mit anderen vergleichen,reapp,
5,Lernen,sitcon,
5,"Die jüngeren Studenten fragen, ob man gemeinsam lernen kann",instr-supp,
5,Ich vermeide Kontakt zu ihnen,withdr,
5,mit Professoren darüber reden,instr-supp,
5,Sport,dist,
5,Juengere Studentinnen wissen noch nicht so genau was sie eigentlich alles NICHT wissen,self-en,
5,rede mit Professoren,instr-supp,
5,"Ich warte ab, ob meine Angst überhaupt begründet ist",reapp,
5,der Sache entspannt entgegen seh & schauen was kommt,reapp,
5,Ich wiederhole notfalls das Jahr.,reapp,
5,Viel Lernen und gut für Prüfungen vorbereiten,sitcon,
5,"Ich lasse mir von den Kollegen helfen, wenn sie sich besser auskennen.",instr-supp,
5,"Ich sage mir, dass ich gut so bin wie ich bin",self-en,
5,sich in der Freizeit mit Fachliteratur auseinander setzen,sitcon,
5,mit Freunden reden,social-supp,
5,sich einen realistischen Überblick über den Stoff machen,sitcon,
5,sich mehr anstrengen um mindestens genauso gut zu sein,sitcon,
5,Ich rede mit Freunden,social-supp,
5,"sich erinnern, dass man vor der Auszeit auch zuerst gekommen ist",self-en,
5,Wissen/Erfahrungen austauschen,instr-supp,
5,Ich werde aus Frust zum Alkohol greifen,subst-alc,
5,härter lernen,sitcon,
5,Es ist einfacher sich an Dinge zu erinnern als sie komplett neu zu lernen,self-en,
5,Ich gehe in die Sprechstunde eines Profs,instr-supp,
5,"mit den jüngeren Studenten in Kontakt treten und herausfinden, ob sie wirjlich besser sind",sitcon,
5,"Ich frage Professoren nach Tipps in Sachen Literatur, Lernen etc.",instr-supp,
5,Ich lasse mich von Freunden & Verwandten bestärken/rede mit ihnen,social-supp,
5,"Ich versuche mich nicht mit den anderen zu vergleichen, sondern mit meinem „vergangenen Ich“",reapp,
6,Den Klienten vergessen und weitermachen,suppress,
6,weiter machen,suppress,
6,erstmal darüber schlafen,other,reflect
6,versuchen beim Nächsten besser zu sein,sitcon,
6,nächstes Mal mehr mit Klient kommunizieren vornehmen,sitcon,
6,sich selbst ablenken,dist,
6,"Ich analysiere, wo das Problem lag",other,reflect
6,für den Klient weniger Zeit einplanen,sitcon,
6,an etwas Schönes denken,relax,
6,Klient als schwierig und kompliziert abstempeln,reapp,
6,mit dem Klienten sprechen,info,
6,Beim nächsten Klienten gebe ich mir noch mehr Mühe.,reapp,
6,"beantragen, dass jemand anders den Klient übernimmt",sitcon,
6,"daran denken, dass jeder mal Probleme mit schwierigen Klienten hat",reapp,
6,Ich rede mit einem Kollegen darüber.,social-supp,
6,den Klienten an eine/n Kollegin/Kollege weitergeben,withdr,
6,Ich beende die Arbeit mit diesem Klienten,withdr,
6,ich gebe den Klienten ab,withdr,
6,"dem Klienten die Meinung sagen, dass man sich bemüht hat",expr,
6,ich bringe mich auf andere Gedanken > lade Freunde zum Essen ein,eat-drink,
6,Ich denke an vergangene positive Interaktionen mit KundInnen zurück.,self-en,
6,Gespräch mit Kleinen führen: Was kann ich besser machen?,info,
6,In der nächsten Zeit bin ich extra fleissig & bemüht,sitcon,
6,Ich schlafe einen Nacht darüber,other,reflect
6,Ablenkung,dist,
6,sich ablenken,dist,
7,ich arbeite doppelt so viel um den Zeitplan einzuhalten,sitcon,
7,sich an Autor*innen d. Zwischenberichts wenden: Ärger kommunizieren,expr,
7,Ich lerne aus der Situation,reapp,
7,schauen wo das Problem liegt,info,
7,Das nächste mal mit zuverlässigen Partnern zusammenarbeiten,reapp,
7,Die Situation hinnehmen wie sie ist,other,accept
7,Zwischenbericht versuchen zu korrigieren,sitcon,
7,Ich tue alles um Ich erstelle einen neuen Plan wie ich meine Arbeit trotzdem bestmöglich fertigstellen kann,sitcon,
7,"Dafür sorgen, dass Mangel trotzdem irgendwo dokumentiert wird",sitcon,
7,Ich rede mit dem Ersteller dieses Zwischenberichts. (offensichtlich nicht ich?),info,
7,Mit einer Freundin darüber reden.,social-supp,
7,Ich rege mich nicht auf,suppress,
7,Fehlendes Mittel Vorgesetzten mitteilen,instr-supp,
7,Ich schlage auf mein Hissen um Wut abzubauen,expr,
7,Die für den Zwischenbericht verantwortliche Person zur Rede stellen,info,
7,versuchen das zu regeln,sitcon,
7,"Ich versuche das Problem zu beheben, damit dies nicht noch einmal passiert.",sitcon,
7,bei zuständiger Stelle fehlende Mittel melden,sitcon,
7,"Ich frage nach, warum das so ist.",info,
7,mit Vorgesetzten darüber reden,sitcon,
7,Ich werde flexibler,sitcon,
7,bei Freunden auslassen,social-supp,
7,Aus der Situation lernen,reapp,
7,Versuchen den Zeitplan wieder einzuholen,sitcon,
7,Maule m. Kollegen ü. Verantwortl.,other,destr-soc
8,Mein einem Hund spielen,dist,
8,Planung mit Freunden besprechen,social-supp,
8,Die Wohnung gründlich putzen,sitcon,
8,versuchen mich auf sie zu freuen,reapp,
8,"Ich halte eine Rede und sage, dass ich mich freue, dass alle da sind, ich aber ganz schön aufgeregt bin.",info,
8,Ich versuche nicht krampfhaft alles perfekt zu machen,reapp,
8,Ich ziehe was Schönes an,self-en,
8,Ich putze die Wohnung,dist,
8,Ich bin spontan krank geworden und lade alle aus,withdr,
8,sich freuen dass man die gesamte Familie wieder sieht,reapp,
8,Ich suche das Gespräch zu meiner Mutter und erläutere ihr meine Sorgen und frage ob sie mich unterstützen kann.,social-supp,
8,"beten, dass alles gut geht",reapp,
8,sich nicht stressen,suppress,
8,Checkliste anfertigen um sich zu beruhigen das alles da ist,sitcon,
9,streichle Katze,relax,
9,Ich reflektiere alleine über die Vorkommnisse (Tagebuch),other,reflect
9,herausfinden warum er nicht kommt,info,
9,"einen Ort ausmachen, der günstig für beide ist",sitcon,
9,Queer Eye schauen,dist,
9,"Mit anderen Freunden etwas unternehmen, auch über Vorkommnisse im Unternehmen reden",social-supp,
9,"Ich frage ihn, weshalb er nicht mehr kommt und sage, dass mich das traurig stimmt.",info,
9,ihn trotzdem immer und immer wieder einladen,sitcon,
9,Verabredung ausserhalb der Arbeit,sitcon,
9,Treffe Familie,social-supp,
9,Ich versuche Kontakt zu ihm aufzunehmen,sitcon,
9,Ich schreibe die Vorkomnisse stattdessen in mein Tagebuch.,sitcon,
9,"Ich frage ihn, wie es ihm geht",sitcon,
9,Ich unterhalte mich mit anderen Kollegen,sitcon,
9,ich suche mir eine alternative Beschäftigung am Freitag,sitcon,
9,mich interessieren auch die Geschehnisse in der anderen Abteilung > treffen kann ja trotzdem stattfinden,sitcon,
9,Ich lasse mich auch in eine Andere Abteilung versetzen,sitcon,
9,"Ich frage meinen Kollegen, ob alles in Ordnung bei ihm ist",info,
9,Vorkommnisse niederschreiben (Brief?),sitcon,
9,Tagebuch über Vorkommnisse schreiben,sitcon,
9,mit dem anderen Kollegen darüber reden,social-supp,
9,gehe shoppen,dist,
9,Ich überlege warum ich traurig bin & hinterfrage meinen Selbstwert,other,reflect
9,Ich treffe mich mit ihm,sitcon,
