Item,ER Suggestion,Label,New Label
4,frage sie was ich verbessern soll,instr-supp,
4,Im Wissen sich angestrengt zu haben die Kritik als unwichtig abtun,reapp,
4,mit Coach sprechen,instr-supp,
4,"Ich lasse sie bei wichtigen Spielen alleine, Ich rede mit ihnen darüber",sitcon,
4,Mit Spieler darauf ansprechen,sitcon,
4,Ich achte nicht auf sie und versuche mein bestes zu geben.,sitcon,
4,"Frage mal nach warum, wenn Gründe schlüssig sind akzeptiere ich sie und schau ob sie noch Lust haben mit mir zu trainieren: wenn „ja“ alles wieder gut und probier mein bestes",sitcon,
4,"Stosse ich dort auf Ablehnung, spreche ich mein Problem in einer offenen Teamsitzung an",sitcon,
4,Gedanken machen ob das wirklich so ist,reapp,
4,"Ich sage ihm, dass er ein Pisser ist.",expr,
4,Etwas kaputt machen,expr,
4,Zusätzlich trainieren,sitcon,
4,"ihnen sagen, sie hätten Unrecht",sitcon,
5,Ich frage meine alten Kommiliton/innen wie es ihnen geht,social-supp,
5,Ich versuche mir genügend Zeit zu nehmen für Prüfungen zu lernen.,sitcon,
5,Familie das Problem schildern,social-supp,
5,Hinterfragen der eigenen Intention,reapp,
5,Den Konkurrenz Gedanken nicht als Voll zu nehmen & nicht im Vergleich zu setzen.,reapp,
5,"Positiv denken: Man kann alles lernen, du schaffst es auch!",self-en,
5,andere StudentInnen um Hilfe bitten,instr-supp,
5,"Ich bin realistisch, wir sind alle am gleichen Punkt & wissen/können gleich viel",reapp,
5,"Ich freunde mich mit Ich lerne meine Mitstudentinnen kennen und bemerke, dass ich womöglich schon Mithalten kann",sitcon,
5,Meditieren,relax,
5,"Ich schaue, was ich verpasst habe und versuche so gut es geht aufzuholen.",sitcon,
5,nach längerer Überlegung motiviert mit die Selbstsicherheit meiner Mitschüler,reapp,
5,mich nicht mit anderen vergleichen,reapp,
5,mich nicht an anderen messen,reapp,
5,"ich tagträume, wie schön die Auszeit war",dist,
5,ich werte die jüngeren Studenten innerlich ab,reapp,
5,hart arbeiten/lernen,sitcon,
5,"Ich spreche mit den jüngeren Student/innen, da sie vielleicht nur überzeugt scheinen über ihre Studienerfahrung",instr-supp,
6,Gespräch mit Klient suchen,sitcon,
6,Ich distanziere mich von der Bewertung des Klienten.,withdr,
6,Darüber reden z.B. mit dem Chef,instr-supp,
6,versuche es beim nächsten Mal besser zu machen,reapp,
6,Kritik des Klienten verdrängen,withdr,
6,Auf mich achten,sitcon,
6,Vertrauen in Chef u. seine Erfahrung setzen,reapp,
6,ablenken,dist,
6,Ich ärgere mich über die verlorene Zeit,expr,
6,Kurz an die frische Luft gehen,dist,
6,"Ich rufe mir andere Klienten in Erinnerung zu rufen, die zufrieden waren",instr-supp,
6,Tag mit Freunden/Familie ausklingen lassen,social-supp,
6,"Ich mache eine Tätigkeit, die ich gut kann (z.B. Backen)",dist,
6,Lob von Chef annehmen,reapp,
6,Ich versuche nicht niedergeschlagen zu sein und muntere mich mit für mich wichtige Dinge auf,reapp,
6,Auf die Sicherheit meines Chefs vertrauen,reapp,
6,Ich stürze mich in Arbeit.,sitcon,
6,Musik hören,dist,
6,Versuchen die eigenen „Fehler“ zu erkennen,sitcon,
6,ich konfrontiere den Klienten und frage ihn nach einer konstruktiven Kritik,sitcon,
6,Ich verarbeite meine Enttäuschung bei einem Spaziergang/beim Skaten,dist,
6,Trauer in Wut umwandeln,expr,
6,Ich arbeite in Zukunft härter,reapp,
6,"Ich rede mit einer Kollegin, die selbst schon derartiges erlebt hat.",instr-supp,
6,Ich versuch mich über das Lob meines Chefs zu freuen,reapp,
6,kontaktiere den Klienten,sitcon,
7,"Ich schaue nach vorne, kümmere mich erneut um den Zugang und reiche einen 2. Bericht nach",reapp,
7,Geh mich mal abreagieren indem ich Leute frage ob sie vielleicht Lust haben Sport oder so zu machen,dist,
7,Verbessere die Schwachstelle im Zugang,sitcon,
7,Ablenkung,dist,
7,Ich gebe sofort Feedback an den Chef,sitcon,
7,"wenn ich mich beeile, kann ich vielleicht sogar noch den Rückstand aufholen",sitcon,
7,über Autor*innen d. Zwischenberichts ablästern,other,revenge
7,Ich versuche das Gespräch zu einem Ich versuche es als Chance zu sehen und bis zum nächsten Gericht alles in Ordnung zu bringen.,reapp,
7,Ich frage das fehlende Mittel nachträglich ein,sitcon,
7,"ich arbeite umso härter, um die verlorene Zeit wieder reinzuholen",sitcon,
7,Mit Kollegen darüber sprechen,instr-supp,
7,schiebe die Schuld auf andere,sitcon,
7,Ich unterrichte meinem Chef persönlich über die fehlenden Betriebsmittel,sitcon,
7,Chef über Situation informieren,sitcon,
7,Ich stresse mich nicht wegen Kleinigkeiten.,reapp,
7,"Ich analysiere, ob ich früher handeln hätte können.",reapp,
7,Beschwerde bei ChefIn,sitcon,
7,Ich lästere über die Firma.,expr,
7,"Auszeit nehmen (Urlaub, langes WE, …)",sitcon,
7,es meinen Vorgesetzten erklären,sitcon,
7,Ich arbeite härter um die Zeit wieder einzuholen,sitcon,
7,Ich versuche den Zeitverlust reinzuarbeiten,sitcon,
7,"Hat jemand die Schuld daran, such ich das Gespräch mit ihm",sitcon,
8,"ich gebe eine Zeitangabe, die mir gut passt",sitcon,
8,spazieren gehen vor deren Ankunft um runter zu kommen,relax,
8,Ich gebe ihnen die falsche Adresse und welche melde mich nicht mehr,sitcon,
8,Gute Musik hoeren,relax,
8,genug zum Essen/trinken bereitstellen,sitcon,
8,Ich mache mir einen Plan was ich nicht vergessen darf und gehe dies durch.,sitcon,
8,Darüber Nachdenken,reapp,
8,mit Freunden reden,social-supp,
8,Ich rufe einen mir nahe stehenden Verwandten an und hoffe auf eine beruhigende Wirkung,social-supp,
8,"Ich lade nur diejen außer meiner Familie niemand Ich lade andere Personen außer der Familie getrennt ein, um Konfliktpotential und Überfüllung? zu verhindern.",sitcon,
8,Ich lade einige Verwandte wieder aus,sitcon,
8,"Ich bereite alles so gut vor wie ich nur kann (Essen, Getränke, etc.)",sitcon,
8,sich Hilfe von Freunden bei Vorbereitung holen,instr-supp,
8,Ich nehme Freunde zur Hilfe und rede darüber,social-supp,
8,Nur Familie einladen mit der man sich wohl fühlt,sitcon,
8,Ich begrenze die Dauer der Feier auf eine gewisse Zeit,sitcon,
8,Ich versuche an mich selbst zu glauben und beruhige mich.,self-en,
8,ich plane das Treffen so unkompliziert wie möglich,sitcon,
8,Durch schöne Erinnerungen mit Fam. versuchen Freude > Angst,sitcon,
8,"sie fragen, was es zum Essen/Trinken geben soll",sitcon,
8,Ich beginne Musik zu hören,dist,
9,Ich unterhalte mich mehr mit anderen Kollegen,sitcon,
9,andere Rituale entwickeln,sitcon,
9,Ich finde einen neuen Tag an dem wir beidem immer können (also gehe in das andere Cafe),sitcon,
9,Ich erkundige mich nach dem Grund,info,
9,Anderen Kollegen mitnehmen,sitcon,
9,ich versuche ihn durch einen anderen Kollegen zu ersetzen,sitcon,
9,Den Kollegen fragen woran es liegt,instr-supp,
9,Lücke produktiv füllen,sitcon,
9,"Anderes Cafe suchen, das für beide passt",sitcon,
9,"Ich versuche zu verstehen, dass er vielleicht weniger Zeit hat.",info,
9,gehe Laufen,dist,
9,lasse mich auch versetzen,sitcon,
9,"Anderweitig Austausch mit dem Kollegen suchen (Email, anderer Ort/Zeit, Telefonat)",sitcon,
9,Selbstgespräch führen,dist,
9,ich lade einen anderen Freund in Cafe ein,sitcon,
9,gleich nach Arbeit nach Hause und die Vorkommnisse Familie/Freunde erzählen,social-supp,
9,Ablenken,dist,
9,"Seine Trauer analysieren, nach Alternativen für gutes Wohlbefinden suchen.",sitcon,
9,Akzeptanz der Situation,reapp,
9,"Ich möchte auch in diese Abteilung verlegt werden, damit wir uns öfter sehen können",sitcon,
9,"Ich frage ihn warum er sich nicht mehr meldet, obwohl wir Freunde sind.",sitcon,
9,Ich versuche über Facetime die Unterhaltung so weiterzuführen,sitcon,
9,Freitags joggen gehen,sitcon,
