Item,ER Suggestion,Label,New Label
3,Ich organisiere mit anderen Verwandten eine nette Überraschung.,sitcon,
3,"Trauer ignorieren, so tun als wäre nichts",suppress,
3,andere Verwandte verständigen,info,
3,Ich suche Rost bei Familie/Freunde,social-supp,
3,Ich mache eine Reise nach Ibiza und vergessen die Umstände,withdr,
3,Trauer ignorieren und keinen weiteren Gedanken an den kranken Verwandten verschwenden,suppress,
3,Ich rufe Verwandte an um nach Gründen & Zustand zu fragen,info,
3,Ich besuche Sie und unterstütze sie wo ich kann,sitcon,
3,weinen,expr,
3,Ich rufe Freunde an um ihnen die Nachricht zu überbringen,info,
3,in die Heimat fahren/Zug-/Flugticket buchen > Besuch + Nähe zu anderen Verwandten,sitcon,
3,"Ich atme tief durch und gehe nicht vom schlimmsten aus, positiv bleiben!",relax,
3,Arzt fragen wie es steht um sie steht,info,
3,Ich erkundige mich bei meinen Verwandten was passiert ist,info,
3,Suche Erfolgsgeschichte (überleben etc.) v. Menschen m. gleicher Krankheit,info,
3,rede mit Freunden,social-supp,
3,mit Haustier kuscheln,relax,
3,"Allein zu Hause Musik hören, ggf. weinen",expr,
3,Den Verwandten anrufen.,sitcon,
3,Rede ausführlich mit Menschen (FreundIn) in meiner nahen Umgeb. darüber,social-supp,
3,mit Freunden raus gehen,social-supp,
3,ich rede mit Nahestehende über meine Trauer,social-supp,
3,"Ich mache mehr Sport, um der Trauer durch erhöhten Endorphinspiegel entgegenzuwirken.",suppress,
3,Ich wende mich Alkohol und Drogen zu.,subst-alc,
4,ich distanziere mich von dem Freund,withdr,
4,"Ich frage nach den Gründen der Mitspieler/innen, das zu behaupten und Verbesserungsvorschl.",info,
4,sich bei Freunden darüber aufregen,social-supp,
4,Ich verlasse dieses Sportteam.,withdr,
4,trainieren,sitcon,
4,Das Team verlassen,withdr,
4,mich ablenken,dist,
4,Freunden Ärger mitteilen,expr,
4,Reflektieren was der Wahrheit entspricht,other,reflect
4,mich einem anderen Team anschliessen,sitcon,
4,Ärger in Motivation umwandeln,reapp,
4,ich konfrontiere den Freund,expr,
4,"Ich konzentriere mich mehr auf andere Dinge, in welchen ich gut bin.",self-en,
4,frage sie was ich verbessern soll,info,
4,Im Wissen sich angestrengt zu haben die Kritik als unwichtig abtun,reapp,
4,mit Coach sprechen,instr-supp,
4,"Ich lasse sie bei wichtigen Spielen alleine, Ich rede mit ihnen darüber",other,destr-soc
4,Mit Spieler darauf ansprechen,info,
4,Ich achte nicht auf sie und versuche mein bestes zu geben.,suppress,
4,"Frage mal nach warum, wenn Gründe schlüssig sind akzeptiere ich sie und schau ob sie noch Lust haben mit mir zu trainieren: wenn „ja“ alles wieder gut und probier mein bestes",info,
4,"Stosse ich dort auf Ablehnung, spreche ich mein Problem in einer offenen Teamsitzung an",info,
4,Gedanken machen ob das wirklich so ist,other,reflect
4,"Ich sage ihm, dass er ein Pisser ist.",other,destr-soc
4,Etwas kaputt machen,other,destr-soc
4,Zusätzlich trainieren,sitcon,
4,"ihnen sagen, sie hätten Unrecht",info,
5,Ich frage meine alten Kommiliton/innen wie es ihnen geht,social-supp,
5,Ich versuche mir genügend Zeit zu nehmen für Prüfungen zu lernen.,sitcon,
5,Familie das Problem schildern,social-supp,
5,Hinterfragen der eigenen Intention,other,reflect
5,Den Konkurrenz Gedanken nicht als Voll zu nehmen & nicht im Vergleich zu setzen.,reapp,
5,"Positiv denken: Man kann alles lernen, du schaffst es auch!",reapp,
5,andere StudentInnen um Hilfe bitten,instr-supp,
5,"Ich bin realistisch, wir sind alle am gleichen Punkt & wissen/können gleich viel",self-en,
5,"Ich freunde mich mit Ich lerne meine Mitstudentinnen kennen und bemerke, dass ich womöglich schon Mithalten kann",instr-supp,
5,Meditieren,relax,
5,"Ich schaue, was ich verpasst habe und versuche so gut es geht aufzuholen.",sitcon,
5,nach längerer Überlegung motiviert mit die Selbstsicherheit meiner Mitschüler,reapp,
5,mich nicht mit anderen vergleichen,reapp,
5,mich nicht an anderen messen,reapp,
5,"ich tagträume, wie schön die Auszeit war",withdr,
5,ich werte die jüngeren Studenten innerlich ab,self-en,
5,hart arbeiten/lernen,sitcon,
5,"Ich spreche mit den jüngeren Student/innen, da sie vielleicht nur überzeugt scheinen über ihre Studienerfahrung",info,
6,Gespräch mit Klient suchen,info,
6,Ich distanziere mich von der Bewertung des Klienten.,reapp,
6,Darüber reden z.B. mit dem Chef,instr-supp,
6,versuche es beim nächsten Mal besser zu machen,reapp,
6,Kritik des Klienten verdrängen,suppress,
6,Auf mich achten,reapp,
6,Vertrauen in Chef u. seine Erfahrung setzen,reapp,
6,ablenken,dist,
6,Ich ärgere mich über die verlorene Zeit,expr,
6,Kurz an die frische Luft gehen,relax,
6,"Ich rufe mir andere Klienten in Erinnerung zu rufen, die zufrieden waren",self-en,
6,Tag mit Freunden/Familie ausklingen lassen,social-supp,
6,"Ich mache eine Tätigkeit, die ich gut kann (z.B. Backen)",self-en,
6,Lob von Chef annehmen,self-en,
6,Ich versuche nicht niedergeschlagen zu sein und muntere mich mit für mich wichtige Dinge auf,reapp,
6,Auf die Sicherheit meines Chefs vertrauen,self-en,
6,Ich stürze mich in Arbeit.,sitcon,
6,Musik hören,dist,
6,Versuchen die eigenen „Fehler“ zu erkennen,other,reflect
6,ich konfrontiere den Klienten und frage ihn nach einer konstruktiven Kritik,info,
6,Ich verarbeite meine Enttäuschung bei einem Spaziergang/beim Skaten,dist,
6,Trauer in Wut umwandeln,expr,
6,Ich arbeite in Zukunft härter,sitcon,
6,"Ich rede mit einer Kollegin, die selbst schon derartiges erlebt hat.",instr-supp,
6,Ich versuch mich über das Lob meines Chefs zu freuen,reapp,
6,kontaktiere den Klienten,info,
7,"Ich schaue nach vorne, kümmere mich erneut um den Zugang und reiche einen 2. Bericht nach",sitcon,
7,Geh mich mal abreagieren indem ich Leute frage ob sie vielleicht Lust haben Sport oder so zu machen,expr,
7,Verbessere die Schwachstelle im Zugang,sitcon,
7,Ablenkung,dist,
7,Ich gebe sofort Feedback an den Chef,sitcon,
7,"wenn ich mich beeile, kann ich vielleicht sogar noch den Rückstand aufholen",sitcon,
7,über Autor*innen d. Zwischenberichts ablästern,other,destr-soc
7,Ich versuche das Gespräch zu einem Ich versuche es als Chance zu sehen und bis zum nächsten Gericht alles in Ordnung zu bringen.,reapp,
7,Ich frage das fehlende Mittel nachträglich ein,sitcon,
7,"ich arbeite umso härter, um die verlorene Zeit wieder reinzuholen",sitcon,
7,Mit Kollegen darüber sprechen,info,
7,schiebe die Schuld auf andere,other,destr-soc
7,Ich unterrichte meinem Chef persönlich über die fehlenden Betriebsmittel,instr-supp,
7,Chef über Situation informieren,instr-supp,
7,Ich stresse mich nicht wegen Kleinigkeiten.,reapp,
7,"Ich analysiere, ob ich früher handeln hätte können.",other,reflect
7,Beschwerde bei ChefIn,instr-supp,
7,Ich lästere über die Firma.,other,destr-soc
7,"Auszeit nehmen (Urlaub, langes WE, …)",relax,
7,es meinen Vorgesetzten erklären,info,
7,Ich arbeite härter um die Zeit wieder einzuholen,sitcon,
7,Ich versuche den Zeitverlust reinzuarbeiten,sitcon,
7,"Hat jemand die Schuld daran, such ich das Gespräch mit ihm",info,
8,"ich gebe eine Zeitangabe, die mir gut passt",sitcon,
8,spazieren gehen vor deren Ankunft um runter zu kommen,relax,
8,Ich gebe ihnen die falsche Adresse und welche melde mich nicht mehr,withdr,
8,Gute Musik hoeren,dist,
8,genug zum Essen/trinken bereitstellen,sitcon,
8,Ich mache mir einen Plan was ich nicht vergessen darf und gehe dies durch.,sitcon,
8,Darüber Nachdenken,other,reflect
8,mit Freunden reden,social-supp,
8,Ich rufe einen mir nahe stehenden Verwandten an und hoffe auf eine beruhigende Wirkung,social-supp,
8,"Ich lade nur diejen außer meiner Familie niemand Ich lade andere Personen außer der Familie getrennt ein, um Konfliktpotential und Überfüllung? zu verhindern.",sitcon,
8,Ich lade einige Verwandte wieder aus,sitcon,
8,"Ich bereite alles so gut vor wie ich nur kann (Essen, Getränke, etc.)",sitcon,
8,sich Hilfe von Freunden bei Vorbereitung holen,social-supp,
8,Ich nehme Freunde zur Hilfe und rede darüber,social-supp,
8,Nur Familie einladen mit der man sich wohl fühlt,sitcon,
8,Ich begrenze die Dauer der Feier auf eine gewisse Zeit,sitcon,
8,Ich versuche an mich selbst zu glauben und beruhige mich.,self-en,
8,ich plane das Treffen so unkompliziert wie möglich,sitcon,
8,Durch schöne Erinnerungen mit Fam. versuchen Freude > Angst,reapp,
8,"sie fragen, was es zum Essen/Trinken geben soll",sitcon,
8,Ich beginne Musik zu hören,dist,
9,Ich unterhalte mich mehr mit anderen Kollegen,sitcon,
9,andere Rituale entwickeln,sitcon,
9,Ich finde einen neuen Tag an dem wir beidem immer können (also gehe in das andere Cafe),sitcon,
9,Ich erkundige mich nach dem Grund,info,
9,Anderen Kollegen mitnehmen,sitcon,
9,ich versuche ihn durch einen anderen Kollegen zu ersetzen,sitcon,
9,Den Kollegen fragen woran es liegt,info,
9,Lücke produktiv füllen,sitcon,
9,"Anderes Cafe suchen, das für beide passt",sitcon,
9,"Ich versuche zu verstehen, dass er vielleicht weniger Zeit hat.",reapp,
9,gehe Laufen,dist,
9,lasse mich auch versetzen,sitcon,
9,"Anderweitig Austausch mit dem Kollegen suchen (Email, anderer Ort/Zeit, Telefonat)",sitcon,
9,Selbstgespräch führen,other,reflect
9,ich lade einen anderen Freund in Cafe ein,sitcon,
9,gleich nach Arbeit nach Hause und die Vorkommnisse Familie/Freunde erzählen,social-supp,
9,Ablenken,dist,
9,"Seine Trauer analysieren, nach Alternativen für gutes Wohlbefinden suchen.",other,reflect
9,Akzeptanz der Situation,other,accept
9,"Ich möchte auch in diese Abteilung verlegt werden, damit wir uns öfter sehen können",sitcon,
9,"Ich frage ihn warum er sich nicht mehr meldet, obwohl wir Freunde sind.",other,reflect
9,Ich versuche über Facetime die Unterhaltung so weiterzuführen,sitcon,
9,Freitags joggen gehen,sitcon,
