Item,ER Suggestion,Label,New Label
6,"Ich informiere mich über den Kunden bei Kollegen, ob es sich oft beschwert",info,
4,"hinterfragen, ab ich ein guter Spieler bin",other,reflect
1,Delegieren,withdr,
6,den Chef trotzdem nach Feedback & Verbesserungsvorschlägen fragen,instr-supp,
6,Ich rede mit meinen ArbeitskollegInnen über meine Frust.,expr,
6,Auf die Sicherheit meines Chefs vertrauen,reapp,
3,Verwandte mit Aufgaben unterstützen wie z.B. auf sein Kind aufpassen,sitcon,
4,Ich konfrontiere meine Mitspieler und frage nach dem Grund.,info,
6,Erneut Gespräch mit Chef,instr-supp,
2,Ich versuche aus meiner Komfortzone zu gehen und mich mit Unterstützung darauf vorzubereiten.,instr-supp,
6,Ich verwandle mit Hilfe von Alkohol meine Trauer in Wut.,subst-alc,
4,"Ich frage sie, warum sie mir das nicht direkt sagen",info,
3,nachfragen was genau passiert ist,info,
2,"mir bewusst einreden, dass alles gut läuft (z.B. vor Spiegel)",reapp,
4,"Mich fragen, ob da was wahres dran ist",other,reflect
9,Ich frage den Chef um eine Verlegung in die gleiche Abteilung,sitcon,
8,"Ich geniesse die Vorbereitungen, nehme mir Zeit & freue mich auf meine Familie",reapp,
6,Dich selbst fragen was ihn zum schwierigen Klienten gemacht hat,other,reflect
3,Feiern gehen,dist,
1,Die Situation dem Chef erklären und eine andere Aufgabe für die Zwischenzeit erbitten.,instr-supp,
9,Ich suche neue Gesprächspartner,other,accept
8,Etwaige Probleme identifizieren und Gegenmassnahmen treffen.,sitcon,
8,mit Freunden reden,social-supp,
7,Ich versuche den Rest der Aufgabe gewissenhaft zu erledigen.,sitcon,
6,den Klienten zur Rede stellen,info,
6,Mit Freunden sprechen,social-supp,
4,Ich spreche sie direkt darauf an,info,
8,"ich spiele die Feier im Kopf durch (wo sitzt wer, genug Essen…?)",sitcon,
1,Einen neuen Plan für mich selbst erstellen,sitcon,
1,Ich finde die Gründe für das Verhalten meines Kollegen heraus.,info,
7,Ich versuche zu Gott zu finden.,sitcon,
4,> wenn nein: Bewusstsein Spott sollte mich nicht erreichen,self-en,
9,Ich spreche ihn darauf an,info,
3,möglichst viele Pflichten übernehmen,sitcon,
4,Ich verlasse das Team,withdr,
7,"Ich schaue nach vorne, kümmere mich erneut um den Zugang und reiche einen 2. Bericht nach",sitcon,
3,Spazieren gehen,relax,
4,Mit einer Freundin darüber reden.,social-supp,
2,"Ich sage mir, wenn das Unternehmen in diesem Notfall nicht einen Schritt auf mich zu macht, dann haben sie kein echtes Interesse an mir",other,reflect
5,"Ich sehe die Vorteile, die mir meine Situation bietet",reapp,
3,Spaziergang in der Natur,relax,
7,Ich befrage Freunde und Familie zu ihrer Meinung und versuche im weiteren Diskurs die besten Vorgehensschritte sachlich zu evaluieren,info,
8,"ich fahre mit dem Rad um den Block, ich",dist,
1,Ich bitte drum in Zukunft mit jemand anderes zu arbeiten,reapp,
2,Ich führe angstmindernde Praktiken durch (autogenes Training z.B.),relax,
9,"dem Kollegen sagen, dass man ihn vermisst",expr,
4,mehr trainieren,sitcon,
8,Ich suche die Flucht nach vorne und gebe mich auf der Party so natürlich wie möglich,sitcon,
4,sage sie spielen schlecht,other,destr-soc
1,Ich mache Sport.,dist,
3,"Trauer ignorieren, so tun als wäre nichts",suppress,
8,"ich besorge Biertische, damit alle Platz haben",sitcon,
3,Musik hören,dist,
3,Sport machen,dist,
1,versuchen Verständnis aufzubringen,reapp,
6,versuchen Wissen anzueignen,sitcon,
2,"Einen Freund/Partner mitnehmen, der einen beruhigt",instr-supp,
9,Ich checke sein Instagram.,expr,
8,Ich mache mir einen Plan was ich nicht vergessen darf und gehe dies durch.,sitcon,
3,Arzt fragen wie es steht um sie steht,info,
6,"Die Arbeit nochmal durchgehen um sich selbst zu beruhigen, lernen, etc",sitcon,
1,Ich räche mich indem ich nächstes mal das Selbe mache,expr,
8,Ich nehme Freunde zur Hilfe und rede darüber,instr-supp,
2,Ich bete eine/n FreundIn mich zu begleiten,instr-supp,
6,Ich wende mich von dem Klienten ab und suche mir einen anderen,withdr,
6,"Ich frage meinen Chef, was er an meiner Stelle tun würde und versuche darauf ein gutes Konzept zu entwickeln",instr-supp,
6,Gespräch mit Klient suchen,info,
7,"wenn ich mich beeile, kann ich vielleicht sogar noch den Rückstand aufholen",sitcon,
1,"konstruktives Gespräch mit dem Kollegen, um zukünftiges Zusammenarbeit zu verbessern",sitcon,
7,Versuchen die Zeit aufzuholen,sitcon,
9,"Ich glaube an die Freundschaft und bin sicher, dass wir uns so auch noch sehen werden =)",reapp,
4,Zusätzlich trainieren,sitcon,
4,Mitspieler darauf ansprechen,info,
6,"Ich versuche mich zu verbessern, wenn der Klient gut Vorschläge macht.",sitcon,
2,"Sich Filme für den Computer runterladen, damit man während des Fluges abgelenkt wird",dist,
4,"Ich frage den Coach, was ich verbessern kann.",instr-supp,
5,mehr lernen um mitzuhalten,sitcon,
1,Ich ändere meinen Zeitplan (flexibel),sitcon,
5,spreche mit Freunden,social-supp,
6,Ich versuch mich über das Lob meines Chefs zu freuen,reapp,
7,Ich betreibe ganz schlicht Ursachenforschung für das Problem > welche Gründe?,info,
1,ich werde diesen Kollegen zukünftig nicht mehr helfen,expr,
1,Tief ein- und ausatmen,relax,
9,gleich nach Arbeit nach Hause und die Vorkommnisse Familie/Freunde erzählen,social-supp,
5,Ich versuche alles aufzuholen & lerne mehr als die jüngeren Studenten,sitcon,
7,ich rede mit dem Zuständigen für den Zwischenberichte > Gründe für dieses Vergehen?,info,
3,"die Verwandte besuchen, Zeit mit ihr verbringen",other,accept
4,ich rechtfertige mich,sitcon,
1,"ich suche mit meinem Kollegen nach Ideen, wie das in Zukunft nicht mehr passieren kann",reapp,
1,Wenn möglich das nächste Mal nicht mehr mit ihm arbeiten,reapp,
4,Ich spreche mit dem Trainer darüber,instr-supp,
6,versuche es beim nächsten Mal besser zu machen,sitcon,
8,mache Musik an,dist,
4,Problem mit ihnen offen ansprechen,info,
3,Mit den Ärzten im Krankenhaus reden,info,
7,Verfasser des Zwischenberichts zusammenschlagen,expr,
1,"ich frage meinen Kollegen, warum er die Info nicht bereit stellen konnte",info,
7,Meditieren,,
1,Ich versuche die Aufgabe selber zu lösen,sitcon,
1,andere fällige Aufgaben vorher lösen,sitcon,
1,"Ich übernehme seine Aufgabe, ein anders mal erwarte ich das v. ihm.",sitcon,
5,Ich bleibe cool und zeige keine Angst.,suppress,
9,Ich gehe mit einer Freundin in dieses Cafe und gönne mir eine Torte.,social-supp,
1,In seine Lage versetzen,other,reflect
4,Die Person darauf ansprechen,info,
6,Geschäftsabwicklung mit Klienten revue passieren lassen,other,reflect
4,Ich sage es meinem Trainer.,instr-supp,
4,Team verlassen,withdr,
2,Mit Unternehmen sprechen/fragen ob es andere Möglichkeit gibt,sitcon,
9,andere Rituale entwickeln,other,accept
6,"Ich denke an andere Stärken, die ich ausserhalb der Arbeit habe",self-en,
2,Meditieren,relax,
6,Beziehung zu Klient versuchen zu verbessern,sitcon,
1,Ich rede mit meinem Kollegen darüber,sitcon,
4,andere Mitspieler/innen um Meinung fragen,info,
3,Ich rufe Freunde an um ihnen die Nachricht zu überbringen,sitcon,
1,"versuchen, mich zu beruhigen",relax,
6,Ich rede anschliesslich mit meinem Chef darüber,instr-supp,
2,Ich versuche mich zu beruhigen,relax,
3,"Ich rede mit meinen Verwandten, was wir tun können",info,
8,Häufiger Leute einladen,reapp,
4,"üben um zu zeigen, dass sie im Unrecht sind",sitcon,
8,"Ich telefoniere mit meinen Eltern und sage ihnen, dass ich nervös bin.",social-supp,
4,vielleicht steckt verbesserungspotential dahinter,reapp,
6,Lob von Chef annehmen,reapp,
1,Konstruktive Kritik an Kollegen weitergeben,sitcon,
1,Ich überdenke die Situation sachlich & objektiv,other,reflect
6,Ich spreche mit Kollegen über mein Problem.,social-supp,
8,"Ich entwickle „Pläne B“, falls was schief läuft.",sitcon,
2,Freunde/Familie anrufen,social-supp,
4,Ich werde in Zukunft noch härter telefonieren.,sitcon,
5,"ich tagträume, wie schön die Auszeit war",dist,
4,Ich fange Streit an um mich mit ihnen zu schlagen,expr,
4,Grund für ihre Meinung erfragen,info,
8,genug zum Essen/trinken bereitstellen,sitcon,
4,ich suche Fehler an meinen Mitspielern,reapp,
9,Ich spreche mit dem Kollegen über diese Entwicklung,sitcon,
5,"Ich versuche, mich nicht mit anderen zu vergleichen",self-en,
4,aus dem Team austreten,withdr,
5,"Positiv denken: Man kann alles lernen, du schaffst es auch!",reapp,
6,Musik hören,dist,
4,"Frage mal nach warum, wenn Gründe schlüssig sind akzeptiere ich sie und schau ob sie noch Lust haben mit mir zu trainieren: wenn „ja“ alles wieder gut und probier mein bestes",other,accept
3,Ich organisiere mit anderen Verwandten eine nette Überraschung.,sitcon,
6,rede mit Arbeitskollegen,social-supp,
2,"Meditieren, vor dem Flug.",relax,
6,"Ich erinnere mich daran, dass zwischenmenschlich eben einfach manchmal Probleme auftreten können.",other,reflect
9,Mit jemand anderem über die Arbeit sprechen,other,accept
3,Ich erkundige mich bei meinen Verwandten was passiert ist,info,
4,"ihnen sagen, sie hätten Unrecht",sitcon,
4,mehr trainieren,sitcon,
5,"Ich halte mir vor Augen, dass das Studium interessant ist",reapp,
7,Zum Zwischenbericht Stellung nehmen,sitcon,
1,eine Person zusätzlich als Hilfe einstellen,instr-supp,
8,Teile meiner Grossfamilie mit unter welchem Dock ich stehe und hoffe auf Verständnis.,social-supp,
4,Etwas kaputt machen,expr,
3,Ablenkung suchen,dist,
7,Inne halten und ruhig bleiben,relax,
9,selbst reflektieren wie die Woche war,other,reflect
7,mit Kollegen sprechen.,social-supp,
3,mich mit Situation aus einandersetzen,expr,
8,Ich beginne Musik zu hören,dist,
6,Training im Umgang mit schwierigen Klienten,sitcon,
5,"Ich überzeuge mich davon, ob sie wirklich besser sind",info,
4,mit Coach sprechen,instr-supp,
9,mit alten Freunden treffen,other,accept
9,Musik hoeren,dist,
2,ruhig durchatmen,relax,
5,Ich rede mit einem Psychologen,therapy,
3,"Ich schliesse mich mit anderen Verwandten zusammen und verbringe meine Zeit mit diesen, Dabei beraten wir uns wie wir die Krankheit a) beseitigen b) so so ertragbar wie möglich für die Verwandt machen können",info,
5,beten,sitcon,
7,Überstunden,sitcon,
1,"den Kollegen fragen, was die Ursache ist",info,
4,Mitspieler darauf ansprechen,info,
6,Ich schiebe die Situation auf Charakterzüge des Klienten.,other,destr-soc
5,Ich versuche mir genügend Zeit zu nehmen für Prüfungen zu lernen.,sitcon,
3,Ich rede mit Aerzten,info,
1,"Ich fordere ihn auf, mir einen Drink zu spendieren, sobald wir beide fertig sind",other,accept
2,"Körpergestik einnehmen die nicht Angst wiederspiegelt (z.B. aufrecht sitzen, mit erhobener Brust)",self-en,
9,Freitags joggen gehen,other,accept
7,Gespräch mit Verantwortlichen,sitcon,
6,ehrliche Kritik fordern Jobwechsel?,info,
7,Sport machen,dist,
1,"Versuchen, trotz fehlerhafter Info weiter zu machen",sitcon,
4,Den Ärger in Energie umwandeln,reapp,
1,es gibt Schlimmeres,reapp,
6,Kritik des Klienten verdrängen,suppress,
5,Ich frage meine alten Kommiliton/innen wie es ihnen geht,social-supp,
2,"jemanden dabei haben, der einen unterstützt",instr-supp,
7,Sport,dist,
5,Ich vergleiche mein Können bevor ich vorschnell urteile,info,
3,Trauer ignorieren und keinen weiteren Gedanken an den kranken Verwandten verschwenden,suppress,
2,Ich informiere mich über Alternativen,info,
7,"Betriebsmittel in Zukunft früher bestellen, schauen ob da ist",sitcon,
1,Ich mache alles selber.,sitcon,
3,andere Person trösten,sitcon,
6,Ich kaufe mir auf dem Heimweg Schokolade und eine Katze zum trösten,eat-drink,
5,"Ich denke daran, dass ich das Studium für mich mache",other,reflect
8,Hilfe (zum Planen) suchen,instr-supp,
2,sich fragen ob man bereit ist private Freundsch. & Familienkontakt f. Job aufgeben/reduzieren will & es sein lassen,other,reflect
4,"mir zu denken, das Empfinden sei immer subjektiv",suppress,
1,Kollegen kontaktieren und Informationsbeschaffungsproblem zusammen ausarbeiten,sitcon,
1,Auf eine Entschädigung des Kollegen hoffen,reapp,
9,mit alten Kollegen in Kontakt bleiben,sitcon,
3,Ablenken,dist,
4,Ich frage andere aus dem Team ob sie derselben Meinung sind.,info,
3,weinen,expr,
9,Ich lade andere Kollegen in das Cafe ein.,other,accept
3,mit Haustier kuscheln,dist,
6,beim nächsten Mal versuchen besser zu handeln,reapp,
5,Ich verbessere meine Fähigkeiten,sitcon,
1,Helfen Info bereitzustellen,sitcon,
1,Ich strukturiere meinen Zeitplan um,sitcon,
6,Traurigkeit zulassen u. reflektieren was besser gemacht werden kann,other,reflect
3,Beten,sitcon,
8,Ich spiele d. Wichtigkeit d. Treffens runter,suppress,
9,"Dem Freund sagen, dass ich deswegen traurig bin",expr,
4,Gedanken machen ob das wirklich so ist,other,reflect
9,Kollegen zum Essen einladen,sitcon,
4,Ärger in Motivation umwandeln,reapp,
4,"Ich sage ihm, dass er ein Pisser ist.",expr,
1,gebe ihm die Schuld an allem was schiefgeht,expr,
3,rede mit Freunden,social-supp,
4,ich rede in meinem Kopf die Person schlecht,reapp,
4,Ich verlasse dieses Sportteam.,withdr,
6,"Spazieren gehen, klaren Kopf bekommen",relax,
8,Ich versichere mich alle Voraussetzungen passen,sitcon,
8,Ich lade einige Verwandte wieder aus,sitcon,
9,andere Freitagsbeschäftigung - Freiwilligenarbeit,other,accept
6,Ich unternehme was mit Freunden,dist,
1,Ich spiele d. persönliche Wichtigkeit runter,suppress,
4,"Ich trainier härter, um sie von Gegenteil zu überzeugen.",sitcon,
2,eine Freundin um ihre Meinung fragen,info,
1,ich reden mit dem Kollegen,sitcon,
3,"Ich atme tief durch und gehe nicht vom schlimmsten aus, positiv bleiben!",reapp,
1,Ich mache meinen Teil soweit möglich fertig,sitcon,
8,"Lade Leute aus, d. Probleme machen könnten",sitcon,
6,Ich ärgere mich über die verlorene Zeit,expr,
5,Tief durchatmen,relax,
1,"Sie fragen, warum es so weit gekommen ist.",info,
5,Zusätzliche Stunden ins Lernen investieren,sitcon,
6,weinen,expr,
9,eine andere Möglichkeit finden wo man sich über die Vorkommnisse austauschen kann,sitcon,
9,Ihn anrufen & mit ihm reden,sitcon,
8,bitte Freunde um Hilfe bei Vorbereitung,instr-supp,
9,"ich kündige, durch die Trauer, meinen Job",withdr,
6,spreche mit Freunden,social-supp,
1,Ich schiebe die Schuld auf ihn.,expr,
3,"ich Kapsel mich ab, um mich um eigene Probleme zu kümmern",suppress,
2,"ich rufe einen Freund von mir an, der Pilot ist und lasse mich von ihm berieseln (über Sicherheit etc)",instr-supp,
9,"Kollegen bitten, wieder ins Cafe zu kommen",sitcon,
8,Noch mal alles Putzen,sitcon,
5,Familie das Problem schildern,social-supp,
3,Ich suche Rost bei Familie/Freunde,social-supp,
3,Ich versuche anderen Verwandten beizustehen,sitcon,
4,Ich mag sie nicht mehr und gehe ihnen aus dem Weg,expr,
6,Klient fragen warum er sich beschwert,info,
6,"Spreche m. Kollegen, stelle Klient mögl. schlecht dar",expr,
9,Ich komm darüber hinweg und nutze meinen Freitag anders,other,accept
6,Ich erinnere mich an all d. anderen Aufträge d. ich gut gemeistert habe,self-en,
1,ich versuche zu verstehen warum er nicht fertig ist,other,reflect
3,Mit Freunden über die Trauer sprechen,social-supp,
8,mit einer anderen Person organisieren,instr-supp,
3,sich in Arbeit stürzen,dist,
4,"Stosse ich dort auf Ablehnung, spreche ich mein Problem in einer offenen Teamsitzung an",sitcon,
7,Ich mache Sport/Hobbies,dist,
1,Versuche es locker zu sehen,reapp,
4,"Ich lasse sie bei wichtigen Spielen alleine, Ich rede mit ihnen darüber",other,destr-soc
2,visualisieren von schönen Orten,relax,
2,Psychologen/Psychiater vorher aufsuchen > ev. Medikamente,therapy,
6,Ich gebe dem Klienten weiterhin gleich viel Aufmerksamkeit wie allen anderen und nicht mehr.,other,accept
1,"Ich bringe ihn dazu, mir beim Aufarbeiten zu helfen",instr-supp,
1,"Ich sage ihm, dass sein Handeln mir Probleme verursacht",expr,
1,Versuchen ihm zu helfen damit es schneller geht,sitcon,
7,einen Kommentar beim Zwischenbericht hinterlassen,sitcon,
1,"Mit ihm weiteres Vorgehen ausmachen, damit es un Zukunft klappt",sitcon,
5,ich höre auf zu studieren & gönne mir weiterhin Auszeit,withdr,
1,Kollegen darauf ansprechen,sitcon,
8,Freunde bitten bei der Vorbereitung zu helfen,instr-supp,
4,Ich achte nicht auf sie und versuche mein bestes zu geben.,suppress,
2,Ich suche mir vorab Methoden zur Bewältigung von Flugangst.,sitcon,
