Item,ER Suggestion,Label,New Label
5,Einfach auf sich zukommen lassen,other,accept
5,Nicht vergleichen,self-en,
2,Strategien finden um ruhig zu bleiben,info,
6,An was Schönes denken,dist,
5,Daran lasse ich mich nicht beeindrucken.,self-en,
8,Male m. schlimmste Situation aus > „auch kein Weltuntergang“,reapp,
6,an alle bisher zufrieden gestellten Klienten erinnern,self-en,
6,"selbst reflektieren was das Problem war, in Zukunft meiden/besser machen",reapp,
7,Umfokussieren auf die weiteren Schritte die jetzt wichtig sind,reapp,
7,Ich konfrontiere die Person die Schuld am Hinauszoegern hat und lasse sie Schuld tragen.,other,revenge
1,mit Kollegen reden warum er zu spät war,info,
9,Kollegen in anderer Abteilung aufsuchen,,
1,"Fragen, wo das Problem lag",info,
3,Es so hinnehmen wie es ist,other,accept
5,Ich lese ein Buch ü. Selbstwertsteigerung.,self-en,
4,"Ich frage, was ich verbessern kann.",info,
6,Ich bitte meinen Chef um eine Schulung (Customer Relationship),instr-supp,
6,Ich werde härter arbeiten als zuvor,reapp,
1,Bei anderen Kollegen lästern,expr,
6,Shit happens. let’s move on,other,accept
7,Hole die verlorene Zeit auf.,sitcon,
7,mache Yoga,dist,
3,Im Krankenhaus nach näheren Informationen fragen,info,
1,"den Ärger verdrängen, stattdessen auf möglichst produktive Arbeit konzentrieren (Schadensbegrenzung)",suppress,
3,Ruhe bewahren,relax,
6,Ich frage nach dem Grund,info,
5,mich mit anderen über Studis vernetzen & austauschen,info,
4,den Mitspieler/innen (nach einem Gespräch) aus dem Weg gehen,expr,
5,"mir zusichern, dass ich es schaffen kann",self-en,
6,Ich spiele mit meinem Freund und konzentriere mich auf sein Lob.,self-en,
1,Eine Entschuldigung erwarten,reapp,
3,Ich telefoniere mit ihnen und erkundige mich nach dem Zustand.,info,
6,über Kojen aufregen/auskotzen,expr,
4,Ich spreche sie direkt drauf an,info,
6,Habe Schwierigkeiten mich basierend auf der Beschreibung in die Situation zu versetzen. Finde Aerger viel zu naheliegend.,other,
6,"Ich versuche zu analysieren, was schiefgegangen ist.",info,
7,öfter um Betriebsmittel fragen - nerven,expr,
7,in Zwischenbericht dokumentieren,sitcon,
4,suche das Gespräch mit ihr,info,
7,Ich lasse die Verzögerung an meinen Kollegen aus,expr,
8,Partyplaner organisieren,sitcon,
2,Ich recherchiere d. tatsächliche Wahrscheinlichkeit d. d. Flugzeug abstürzt (u. nicht d. ich dabei dann sterbe),info,
3,Musik hören,dist,
2,"Wenn es gar nicht geht, dass schaue ich auf mich und bleibe zu Hause.",withdr,
1,Ich mache einen kurzen Spaziergang.,relax,
6,"Ich denke über alles nach was mich an dem Klienten gestört hat, bis die Traurigkeit zu Wut wird & ich ihm die Schuld geben kann",other,reflect
4,das Team verlassen,withdr,
6,"Überlegen, was den Klienten gestört haben könnte.",info,
5,gutes soziales Umfeld suchen,social-supp,
9,Mit Freunden reden,social-supp,
7,ich rechtfertige die Verzögerung damit,sitcon,
6,versuche rauszufinden warum,info,
6,Mit dem Klienten noch einmal ruhig von vorne beginnen,sitcon,
1,Ich fragen was ihn von Pünktlichkeit abgehalten hat,info,
4,die Mitspieler ignorieren (nach dem Training),expr,
3,Experten ausfindig machen,info,
3,mich ablenken,dist,
8,nicht zu viel vornehmen ,sitcon,
4,schauen dass man so viel gibt wie einem selbst guttut  ,sitcon,
5,geh shoppen,dist,
1,Das nächste mal mit jemand anderem Zusammenarbeiten,reapp,
8,sich darauf fokussieren wie schön es ist die Familie wiederzusehen,reapp,
6,lästere über den Klienten bei Freunden,expr,
4,Ich frage sie nach Feedback und Tipps,instr-supp,
8,durchatmen,relax,
8,Ich ziehe mich zurück und denke nicht weiter darüber nach,suppress,
5,viel Zeit für Uni investieren,sitcon,
5,Ich probier mit ihnen zu reden und vielleicht einen Kompromiss zu finden.,sitcon,
5,sich selbst nicht mit den anderen vergleichen,self-en,
9,frage ihn hin & wieder als Verwandt um Rat,social-supp,
4,"überlegen, wie diese Personen zu mir stehen (Freundschaft?)",other,reflect
5,auf Sozial leben be***,suppress,
3,verbringe viel Zeit im Krankenhaus,sitcon,
7,Korrektur des Zwischenberichtes anstreben,sitcon,
7,Suche besseren Zugang,sitcon,
5,Ich suche das Gespräch mit einem mir bekannten Professor,instr-supp,
7,Ich finde die verantwortliche Person und bringe meinen Ärger zum Ausdruck,expr,
8,Ich versuche mich zu beruhigen,relax,
1,Versuchen ruhig zu bleiben,relax,
3,Ich gehe nach draussen und ordne kurz meine Gedanken,other,reflect
2,in Gedächtnis rufen wie toll Job ist,reapp,
9,Kontakt/kommunikation mit dem Kollegen (Vereinbarung eines anderen Termins),sitcon,
8,Den Leuten sagen dass man nervös sei,expr,
1,Ich werde flexibler was meinen Zeitplan betrifft,sitcon,
6,ich hoffe auf nettere Kunden beim nächsten Mal,reapp,
1,Eine Zigarette rauchen und sich abreagieren.,expr,
1,Problem ignorieren und Schuld auf Kollegen schieben wenn Aufgabe nicht erledigt wurde,other,revenge
5,Situation rational betrachten,reapp,
8,ich entspanne mich und schaue einen Film,dist,
2,positive Gedanken,reapp,
8,Falls die Aufregung zu gross ist schaue ich nach Beruhigungsmöglichkeiten,relax,
5,Sozialen Anschluss suchen um zusätzliches Level einschätzen zu können,info,
9,"frage, ob ich auch in seine Abteilung kann",sitcon,
7,Wut Kollegen mitteilen,expr,
7,"ich werde mit der Firma reden, bezüglich der Hinauszögerung der Betriebsmittel",info,
7,Ich erkläre dem Chef warum es dazu gekommen ist,instr-supp,
6,Ich suche erneut das Gespräch mit meinem Chef - er scheint mir loyal und treu zu sein,instr-supp,
5,frage Mitstudierende um Hilfe,instr-supp,
1,wir bitten zusätzlich um jemanden der uns hilft,instr-supp,
2,Flugangst-Training,sitcon,
2,"sagen es ist eine einmalige Chance die muss ich jetzt ergreifen - No risk, no fun",reapp,
6,sich Worte des Chefs immer wieder vor Augen halten,reapp,
1,ich mache einen Spaziergang in der Natur,relax,
2,"besorge mir beruhigende, angstlösende Mittel",subst-med,
1,"Mit dem Kollegen reden, den Kollegen verstehen",info,
6,"Beginn meine Leistung selbst zu beurteilen, auch wenn mir nichts bringt.",self-en,
4,Die Person darauf ansprechen,info,
8,"Ich sage meiner Familie, wenn es nicht klappen sollte spontan ab",withdr,
8,"Familie darüber informieren, dass es ein entspannter Tag werden soll",sitcon,
5,aufhören mich zu vergleichen,self-en,
7,Das Fehlen d. Betriebsmittel beim Vorgesetzten erwaehnen,sitcon,
6,"Ich suche dennoch nach Indizien, ob meine Leistung evtl. fehlerhaft war",info,
5,halte mir mein Ziel vor Augen,reapp,
4,Ich verrate sie beim Coach,instr-supp,
1,Mit dem Chef reden und die Situation erklären,instr-supp,
9,"Ich reelisiere, dass sich Zeiten ändern",reapp,
6,mir gut zureden,self-en,
7,bei anderen darüber aufregen,expr,
