Item,ER Suggestion,Label,New Label
2,bitte das Unternehmen für Alternativen,instr-supp,
2,Meinung von Freunden/Familie/Fremden einholen,social-supp,
2,"Organisiere/kaufe Dinge, d.m. Während Flug ablenken",dist,
2,"Ich sehe die Möglichkeit als Art Zeichen, mir nun meiner Angst zu stellen und zu leben",reapp,
2,Während Flug Mantra sagen,relax,
2,Ich rede mit Verwandten/Freunden und frage sie um Rat,social-supp,
2,positive Gedanken,reapp,
2,tief durchatmen und beten,relax,
2,in Gedächtnis rufen wie toll Job ist,reapp,
2,Ich versuche mich in einem Simulator mit der Situation vertraut zu machen.,info,
2,"sagen es ist eine einmalige Chance die muss ich jetzt ergreifen - No risk, no fun",reapp,
2,Positive Infos/Vorteile über Unternehmen raussuchen,reapp,
2,Ich bleibe hier und versuche hier etwas besseres zu finden,withdr,
2,Flugangst versuchen zu bewältigen,sitcon,
2,mit Freunden reden,social-supp,
2,Ich recherchiere d. tatsächliche Wahrscheinlichkeit d. d. Flugzeug abstürzt (u. nicht d. ich dabei dann sterbe),info,
2,Angst gegen möglichen Vertrag abwägen und wählen was mir wichtiger ist,reapp,
2,Tief durchatmen,relax,
2,Ich rede mit einem Psychologen,therapy,
2,Sich tatsächliche Fälle über Flugangst beschaffen.,info,
2,schaue Statistiken zu tatsächl. Unglück an > relativieren,reapp,
2,Ich setze mich in einen Simulator um die Situation einschätzen zu können,info,
2,Angst als Vorfreude interpretieren,reapp,
2,Inne halten und ruhig bleiben,relax,
2,Probiere mich selbst zu beruhigen und gut auf mich selbst einzureden,relax,
2,Einsagen: „Es ist alles nur in deinem Kopf“,reapp,
2,"besorge mir beruhigende, angstlösende Mittel",subst-med,
2,"Ich wende mich an enge Freunde und Familie, um das Problem zu bereden und mir Ratschläge einzuholen",social-supp,
2,Eine FreundIn/Bekannte(n) als Begleitperson mitbringen,social-supp,
2,Mit der Jobaussicht abschließen und auf andere (nähere) Stellen bewerben,withdr,
2,Ich würde versuchen die Situation zu erklären und via Anruf zu regeln.,sitcon,
2,vorher betrinken,subst-alc,
2,einen Bekannten mitnehmen,social-supp,
2,"Ich erkläre der Unternehmen meine Angst und frage nach alternativen Möglichkeiten, Teil des Untern. zu werden.",instr-supp,
2,ich visualisiere mein Ziel (den neuen Job),reapp,
2,ich gebe mir selbst Bedenkzeit,other,reflect
2,ich frage das Unternehmen nach einem anderen Job,sitcon,
2,"Nichts essen, das schwer im Magen liegt",sitcon,
2,Flugangst ignorieren und unter stress/angst arbeiten,suppress,
2,Flugangst-Training,therapy,
2,Pro/Contra-Liste,other,reflect
2,einen Freund mitnehmen,social-supp,
2,"Ich frage nach, ob ich vllt von zu Hause arbeiten kann",sitcon,
2,Ich setze mir als Ziel diese Angst zu überwinden,self-en,
2,selbst positive Gedanken machen,reapp,
2,Ich schaue aus dem Fenster.,dist,
2,An die vielen Vorteile des Vertrags denken.,reapp,
2,Zeitungen lesen,dist,
2,Ich versuche mit einer mir vertrauenswürdig erscheinenden Geschäftspartners des Unternehmens in Kontakt zu kommen und ihn aufzuklären,instr-supp,
2,Angstbewältigungskurs besuchen,therapy,
2,Flugangst verschweigen & auf CO2-Abdruck verweisen,withdr,
2,Angst versuchen durch rationales Denken zu bekämpfen,reapp,
2,Ich stelle eine Liste mit Vor und Nachteilen dieses Jobs auf und bewerte.,other,reflect
2,Freund/Familienmitglieder fragen ob er/sie mitkommen wprde,social-supp,
2,Beim Fliegen Videospiele spielen,dist,
2,"Wenn es gar nicht geht, dass schaue ich auf mich und bleibe zu Hause.",withdr,
2,zu müde zum denken beim fliegen sein,subst-med,
2,"umziehen, in Nähe von Unternehmen ziehen",sitcon,
2,Meditation,relax,
2,Warum will ich dorthin fliegen: wegen des heiß begehrten Vertrags.,other,reflect
2,Ich suche mir Hilfe/rede mit anderen darüber (Freunde/Therapeut),therapy,
2,Glücksbringer mitnehmen,sitcon,
3,Musik hören,dist,
3,sich ablenken,dist,
3,Ich informiere mich über die Krankheit (falls es nicht ein Autounfall oder so ist),info,
3,Darüber nachdenken was getan werden muss,info,
3,Ich gehe nach draussen und ordne kurz meine Gedanken,other,reflect
3,Ich rede mit Freunden & Verwandten über die Sache,social-supp,
3,ans Leben danach denken,other,reflect
3,"Ich koche ihm eine suppe, damit es ihm bald wieder besser geht, dann fühle auch ich mich besser",eat-drink,
3,wenn mit „nein“ - tja - traurig ins Bett liegen bis besser wird,expr,
3,Ich tue alles was ich kann um die Ärzte zu unterstützen,sitcon,
3,"Ich bin traurig, warte aber einfach ab",expr,
3,Ich unterstütze andere Familienmitglieder (denen es aufgrund der Situation nicht gut geht),sitcon,
3,Ich nehme mir Urlaub.,sitcon,
3,versuchen positiv zu denken,reapp,
3,Musik spiele/hören,dist,
3,"Arbeit erledigen, statt daran zu denken",dist,
3,Tagebuch schreiben,expr,
3,"ich überlege mir, warum die Person schwer erkrankte (psychische Ursache)",info,
3,"ich lese Ratschläge im Internet/Bücher, wie man mit sowas umgeht",info,
3,Urlaub machen,sitcon,
3,"ich versuche stark fuer sie zu sein, weil deprimiert sind sie wahrscheinlich eh genug von allein",sitcon,
3,Ich frage mich warum ich traurig bin,other,reflect
3,mit einer Ärztin/Arzt darüber sprechen,info,
3,"kommt auf den Schweregrad an, evt. fahre ich direkt hin",sitcon,
3,Spazieren gehen mit Familie/alleine,dist,
3,Versuche positiv u. optimistisch zu sein,reapp,
3,Freunde/Angehörige aufsuchen,social-supp,
3,beten,sitcon,
3,Tagebuchh,expr,
3,Die Situation akzeptieren und an Lösungen arbeiten.,other,accept
3,Sich über das Krankenhaus informieren,info,
3,einfach Witze über alles machen,reapp,
3,zusammen mit einer Freundin tanzen,social-supp,
3,Die Nachricht verdrängen und so tun als wär nichts,suppress,
3,Freund umarmen,social-supp,
3,"Ich spreche mich Freunden, die ähnliches erlebt haben.",instr-supp,
3,Ich suche Hilfe bei vertrauter Person,social-supp,
3,Ich gehe lange in der Natur spazieren und versuche meine Gedanken zu sortieren,other,reflect
3,ausgehen/etwas fröhliches tun,dist,
3,weinen,expr,
3,Ruhe bewahren,suppress,
3,"Kurzfristig: Abstand von allem nehmen, ausweinen",expr,
3,Ich akzeptiere den Umstand nicht und werden wütend,expr,
3,Versuchen Kontakt zu den/dem Verwandte/n abzunehmen (z.B. telefonisch),social-supp,
3,Noch so oft es geht kranken Verwandten sehen,sitcon,
3,ich tröste mich mit meiner Lieblingsspeise,eat-drink,
3,einen Verwandten anrufen um die Trauer zu teilen,social-supp,
3,Ich beruhige mich selbst u. setze mich mit meiner Trauer angemessen auseinander,therapy,
3,Experten ausfindig machen,info,
3,Ich rede mit meinen Freunden über die Situation,social-supp,
3,Sport machen,dist,
3,ich distanziere mich von meiner Trauer,suppress,
3,Ich finde Frieden mit dem Gedanken an den Tod (dass er natürlich ist),other,accept
3,sich Ablenken,dist,
3,"Freunden davon erzählen, bei ihnen Trost suchen",social-supp,
3,Es so hinnehmen wie es ist,other,accept
3,Sich mit der Situation abfinden,other,accept
3,ich nehme mir frei,sitcon,
3,"Vertrauensperson (Freund, Schwester, Mutter) darüber informieren, darüber sprechen",social-supp,
3,Ich rufe sie an & frage ob sie noch was brauchen,sitcon,
3,mache mir einen schönen Tag,relax,
3,Ich mache Sport.,dist,
3,oft anrufen & fragen wie es ihm geht,sitcon,
3,Im Krankenhaus nach näheren Informationen fragen,info,
3,weinen,expr,
3,Ich berede die schwierige Situation mit Familie und Freunden = gemeinsames Trauern,social-supp,
3,Ich rede mit Freunden/Familie über den Kummer,social-supp,
3,Trost bei Freunden suchen,social-supp,
3,Ich nehme mir frei,sitcon,
3,Ablenkung,dist,
3,Mich regelmässig nach deren Zustand erkundigen,info,
3,Die Verwandten regelmässig besuchen um die Zeit noch zu nutzen,sitcon,
3,Sich mit dem baldigen Tod d. Person auseinandersetzen,other,accept
3,verbringe viel Zeit im Krankenhaus,sitcon,
3,Laufen gehen,dist,
3,In Arbeit versenken,dist,
3,mich im Krankenhaus erkundigen,info,
3,sich ablenken,dist,
3,Dankbar sein für alles was man mit ihnen erlebt hat,reapp,
3,Ich besuche sie und setze mich mit dem Tod auseinander,sitcon,
3,mit Haustier kuscheln,dist,
3,Ich telefoniere mit ihnen und erkundige mich nach dem Zustand.,info,
3,"ich mach mir selbst Vorwürfe, mich nicht genug um die Person gekümmert zu haben",other,self-depr
3,"sperre mich daheim ein, Schoko+Fernseher, versuche abzulenken",eat-drink,
3,"Ich frage nach, ob ich irgendetwas tun kann/helfen kann",sitcon,
3,"ich machen einen Ausflug an einen Ort, wo ich schon immer hin wollte",relax,
3,"Ich frage in meinem Bekanntenkreis nach Ärzten, die sich mit der Krankheit auskennen und helfen könnten.",info,
3,Seine Frau/Kinder anrufen und sich nach ihm erkundigen,info,
3,"oft Besuchen, nicht immer alleine",sitcon,
3,Verwandte anrufen,social-supp,
3,Ich treffe mich mit Freunden und bitte um ihre Unterstützung,social-supp,
3,mich ablenken,dist,
3,Ich treffe mich mit dem Rest meiner Familie um darüber zu sprechen.,social-supp,
3,Die Kranke Person so weit es geht unterstützen,sitcon,
3,auf Arbeit konzentrieren,dist,
3,mit Freunden/Lebensgefährten über eigenes Befinden reden,social-supp,
3,einen Tag frei nehmen,sitcon,
4,Energie aus Ärger nutzen und Gegenteil beweisen,reapp,
4,Ich stelle sie zur Rede.,info,
4,Ich konfrontiere & frage nach dem Grund.,info,
4,Fragen was sie zu dieser Einschätzung bewegt,info,
4,mich rächen und auch schlecht über sie reden,other,destr-soc
4,Zurück schlecht reden,other,destr-soc
4,weiterhin mitzuspielen & Kommentar ignorieren,suppress,
4,"Andere Meinungen koennen mir egal sein, solange ich Spass habe",self-en,
4,Ich versuche der Person für einige Zeit aus dem Weg zu gehen.,withdr,
4,das Team verlassen,withdr,
4,Mitspieler/in zur Rede stellen,info,
4,"Ich bespreche mich mit dem Trainer, um den Gruppengeist durch Training zu verbessern",instr-supp,
4,mehr trainieren,sitcon,
4,dem/der/den Mitspieler/innen meinen Ärger klar und deutlich mitteilen,expr,
4,"dem Team sagen, dass mich das verletzt",expr,
4,Ich konfrontiere meine Mitspieler/innen,expr,
4,"ich rede mit meinen Eltern, was sie dazu sagen, dass ich anscheinend schlecht bin",social-supp,
4,Ich behaupte dasselbe über sie.,other,destr-soc
4,"aus Verbesserung fokussieren > worin kann ich mich bessern, meine Qualität zeigen?",sitcon,
4,Laufen gehen,sitcon,
4,Etwas zerschlagen,expr,
4,"einreden, dass Mitspieler einfach unsympathische Menschen sind",self-en,
4,sie darauf ansprechen,info,
4,Ich frage Mitspieler um Verbesserungstipps,instr-supp,
4,Wenn mit eigener Leistung zufrieden: weitermachen wie bisher & nicht so viel auf Wert auf die Meinung anderer legen,self-en,
4,ich rede mit meinem Sportteam > sie sollen es mich nächstes Mal ins Gesicht sagen,info,
4,ich distanziere mich von diesen negativen Leuten,reapp,
4,Frust in Alkohol ertränken,eat-drink,
4,Den Mitspieler auch schlecht machen,other,destr-soc
4,ihnen beim nächsten Spiel das Gegenteil beweisen,sitcon,
4,Ich suche den Grund für die Aussage des Mitspielers/der Mitspielerin.,other,reflect
4,Die Person darauf ansprechen,info,
4,Wahrheitsgehalt der Anfrage prüfen: Bin ich ein guter Spieler?,other,reflect
4,"Ich sage ihnen, dass es nicht ok ist, hinter jemandes Rücke über ihn zu reden",expr,
4,Ich spreche mit meinen Mitspieler/innen,info,
4,Meine guten vs. schlechten Punkte aufschreiben und vergleichen ,other,reflect
4,zur Rede stellen,expr,
4,Nachfragen: Was ist gemeint? reine Beleidigung oder ist da was dran und kann in konstruktivem Feedback ausgedrueckt werden,info,
4,ich steige aus dem Team aus,withdr,
4,Tutorials im Internet anschauen um mich zu verbessern,sitcon,
4,Mitspieler/in zur Rede stellen,info,
4,"Ich versuche herauszufinden, aus welchem Motiv die Mitspielerinnen das sagten.",other,reflect
4,Sportteam verlassen,withdr,
4,Fluchen,expr,
4,Sie fragen warum sie das so sehen,info,
4,"Ich sage ihnen, dass mich diese Aussage verletzt hat.",expr,
4,Ich verteidige mich und sage das sei nicht war,self-en,
4,sie zur Rede stellen,info,
4,"Ich frage, was ich verbessern kann.",info,
4,"Ich frage sie, was ich ihrer Meinung nach besser machen könnte",instr-supp,
4,mich mit Freunden darüber aufregen,expr,
4,Das Team verlassen,withdr,
4,Mitspieler mit Aussage konfrontieren,info,
4,"Versuch, daraus konstruktive Kritik zu machen",reapp,
4,Ich komme nicht mehr.,withdr,
4,"abtun, als Neid gegenüber einem selbst",self-en,
4,"Mitspielern beweisen, dass man kein schlechter Spieler ist",sitcon,
4,Nicht mehr mit Mitspielern reden,withdr,
4,akzeptieren & das Sportteam verlassen,withdr,
4,Ich bitte meinen Trainer um eine Trainingsevaluation,instr-supp,
4,Mit Freunden über Gefühle reden,social-supp,
4,ich konfrontiere die Person ,info,
4,"Nachfragen, warum sie das finden",info,
4,geh boxen,dist,
4,Ich versuche berechtigte Kritik anzunehmen und nehme dies als Ansporn.,reapp,
4,Versuchen eigene Fehler zu erkennen,other,reflect
4,Mit dem Trainer darüber sprechen,instr-supp,
4,Ich ignoriere es solange ich mein Bestes gebe.,reapp,
4,Ich sage auch schlechtes über die anderen,other,destr-soc
4,"wenn das wahr ist, suche ich das Gespräch mit der Verantwortlichen",info,
4,über der Situation stehen und vergessen,self-en,
4,mit dem Coach darüber reden,instr-supp,
4,schauen dass man so viel gibt wie einem selbst guttut  ,reapp,
4,Mitspieler fragen wie ich mich verbessern kann,info,
4,trainieren,sitcon,
4,Ansprechen,info,
4,"Zeigen, beweisen, dass das nicht der Fall ist",sitcon,
4,Freunde treffen,social-supp,
4,Rede mit Spielern > warum wurde das gesagt?,info,
4,Hole mir Verbesserungsvorschläge.,info,
4,Ich suche das Gespräch mit meinen Mitspielern,info,
4,sie zu einem Duell herausfordern,other,destr-soc
4,Ich zeige Ihnen ihre Fehler beim Sport auf,self-en,
4,"überlegen, wie diese Personen zu mir stehen (Freundschaft?)",other,reflect
4,Mitspieler ansprechen warum sie das sagen,info,
4,"Andere fragen, ob ich wirklich schlecht bin",instr-supp,
4,Ich äussere meine Wut dem Team.,expr,
4,ihre Meinung akzeptieren und sich davon nicht beeinflussen lassen,reapp,
4,Ich mache weiter wie bisher,suppress,
4,Anderen Sport machen,withdr,
4,Mehr trainieren,sitcon,
4,"wenn alles nichts hilft, wende ich mich an den Trainer",instr-supp,
4,Nachfragen warum,info,
4,Ich überlege ob sie Recht haben,other,reflect
4,"Mitspielern sagen, dass Verhalten verärgert",expr,
4,Mit Freunden/anderen Mitspielern darüber reden,social-supp,
4,"Solange mein Trainer nichts sagt, ignoriere ich sie.",self-en,
4,Ich versuche die Situation umzudrehen indem ich über eine/n in meinen Augen schlechtere/n Mitspieler lästere,other,destr-soc
4,Ich steige aus de Team aus,withdr,
4,suche das Gespräch mit ihr,info,
4,Tief durchatmen,relax,
4,Ich probiere eine neue Sportart aus,sitcon,
4,"sie konfrontieren, was an meinem Spiel nicht gut ist.",info,
4,Ich verrate sie beim Coach,instr-supp,
4,"Ich nutze die Wut um motiviert zu sein, mehr zu trainieren & besser zu werden",reapp,
4,"Ich frage mich selbst wie wichtig es nun wirklich für mein Selbstbild ist, d. ich gut in Sport bin",reapp,
4,verlasse das Team,withdr,
4,Ich stelle besagte Spieler zur Rede,info,
4,"ihnen sagen, dass es mich verletzt",expr,
4,das Gesagte als hilfreiche Kritik aufnehmen,reapp,
4,Darüber mit Mitspielern reden,info,
4,üble Gerüche über sie verbreiten,other,destr-soc
4,"ihnen sagen, sie seiner selber schlecht",other,destr-soc
4,sie anbrüllen,expr,
4,Ich versuche sie vom Gegenteil zu überzeugen.,sitcon,
4,Ich spreche sie direkt drauf an,info,
4,ihnen distanzierter begegnen,other,destr-soc
4,die Mitspieler ignorieren (nach dem Training),other,destr-soc
4,fragen was man besser machen könnte,info,
4,Mitspieler körperlich angreifen,other,destr-soc
4,Ich suche das offene Gespräch mit dem Mitspieler/der Mitspielerin.,info,
4,Ärger/Wut/Zorn in übermässige Motivation umwandeln,reapp,
4,Streit mit Mitspielern anfangen um Ärger rauszulassen,expr,
4,Ich frage sie nach Feedback und Tipps,info,
4,"klar machen, dass man über jeden sowas sagt",reapp,
4,"Trainer fragen, was ich besser machen kann",instr-supp,
4,Ich trete aus Sportteam aus,withdr,
4,"Fange Streit an, > Distanz > Meinung weniger wichtig",other,destr-soc
4,den Mitspieler/innen (nach einem Gespräch) aus dem Weg gehen,other,destr-soc
4,Team verlassen,withdr,
4,Mitspieler schlecht reden,self-en,
4,Mich bei Freunden darüber aufregen,social-supp,
4,Mitspieler konfrontieren,expr,
4,Katze streicheln,relax,
4,Mit Team über Moral reden,info,
4,An Fehlern arbeiten,sitcon,
4,Die MitspielerInnen anzielen/Ärger Luft machen,expr,
4,"So tun, als wäre nichts passiert",suppress,
4,Dieser Person das Gegenteil beweisen,sitcon,
4,Ich stelle sie zur Rede und frage nach dem Grund.,info,
4,auf Mitspieler sauer sein,expr,
4,Anderes Hobby suchen,withdr,
4,ich ziehe mich zurück,withdr,
4,Den Grund dafür herausfinden,info,
4,Ich recherchiere ob es eine für mich besser geeignete Sportart gibt,info,
4,verbreite Gerüchte über sie,other,destr-soc
4,wenn „nein“ höre ich auf mit ihnen zu spielen,withdr,
4,mit Freunden reden & trösten lassen,social-supp,
4,Ich sage es dem Teamleiter,instr-supp,
4,Falls nicht viel Muehe gegeben: mehr trainieren o. es sein lassen wenn es kein wichtiges Interesse mehr ist,sitcon,
5,Ich sehe was ich ausserhalb des Studiums alles kann und schätze mein Leben,self-en,
5,"Ich freunde mich mit ihnen an und frage, ob sie mir helfen können.",instr-supp,
5,"Ich frage die Jüngeren, ob sie wirklich so überzeugt sind",info,
5,geh shoppen,eat-drink,
5,"Ich schaue mir Erfahrungsberichte von älteren Studenten an, die sehr erfolgreich studiert haben",instr-supp,
5,Ich frage Freunde um Rat die in einer ähnlichen Situation waren.,social-supp,
5,Temporäre Natur des Problems vor Augen führen,reapp,
5,gutes soziales Umfeld suchen,social-supp,
5,"ich gebe mir selbst Motivation, alleine durchzustarten",self-en,
5,"sich erinnern, dass Auszeit sehr notwendig war und man nun gestärkt wieder starten kann",reapp,
5,Viel lernen um mögliche Schwächen zu überdecken,sitcon,
