Item,ER Suggestion,Label,New Label
2,Strategien finden um ruhig zu bleiben,info,
2,Ich recherchiere d. tatsächliche Wahrscheinlichkeit d. d. Flugzeug abstürzt (u. nicht d. ich dabei dann sterbe),info,
2,"Wenn es gar nicht geht, dass schaue ich auf mich und bleibe zu Hause.",sitcon,
2,in Gedächtnis rufen wie toll Job ist,reapp,
2,positive Gedanken,reapp,
2,Flugangst-Training,sitcon,
2,"sagen es ist eine einmalige Chance die muss ich jetzt ergreifen - No risk, no fun",reapp,
2,"besorge mir beruhigende, angstlösende Mittel",subst-med,
3,Ich frage mich warum ich traurig bin,reapp,
3,Tagebuchh,dist,
3,Ich finde Frieden mit dem Gedanken an den Tod (dass er natürlich ist),reapp,
3,"Ich spreche mich Freunden, die ähnliches erlebt haben.",social-supp,
3,Ich rede mit Freunden/Familie über den Kummer,social-supp,
3,"Arbeit erledigen, statt daran zu denken",dist,
3,Es so hinnehmen wie es ist,reapp,
3,Im Krankenhaus nach näheren Informationen fragen,info,
3,Ruhe bewahren,reapp,
3,Ich telefoniere mit ihnen und erkundige mich nach dem Zustand.,info,
3,Musik hören,dist,
3,Experten ausfindig machen,instr-supp,
3,mich ablenken,dist,
3,verbringe viel Zeit im Krankenhaus,sitcon,
3,Ich gehe nach draussen und ordne kurz meine Gedanken,sitcon,
4,"Zeigen, beweisen, dass das nicht der Fall ist",sitcon,
4,Fragen was sie zu dieser Einschätzung bewegt,info,
4,Energie aus Ärger nutzen und Gegenteil beweisen,reapp,
4,Ich probiere eine neue Sportart aus,sitcon,
4,zur Rede stellen,sitcon,
4,Ich stelle sie zur Rede und frage nach dem Grund.,sitcon,
4,Ich stelle besagte Spieler zur Rede,sitcon,
4,Versuchen eigene Fehler zu erkennen,reapp,
4,"Andere Meinungen koennen mir egal sein, solange ich Spass habe",reapp,
4,Ich suche das offene Gespräch mit dem Mitspieler/der Mitspielerin.,sitcon,
4,"Ich frage, was ich verbessern kann.",instr-supp,
4,den Mitspieler/innen (nach einem Gespräch) aus dem Weg gehen,withdr,
4,Ich spreche sie direkt drauf an,sitcon,
4,suche das Gespräch mit ihr,sitcon,
4,das Team verlassen,withdr,
4,die Mitspieler ignorieren (nach dem Training),withdr,
4,schauen dass man so viel gibt wie einem selbst guttut  ,reapp,
4,Ich frage sie nach Feedback und Tipps,instr-supp,
4,"überlegen, wie diese Personen zu mir stehen (Freundschaft?)",reapp,
4,Die Person darauf ansprechen,sitcon,
4,Ich verrate sie beim Coach,sitcon,
5,Temporäre Natur des Problems vor Augen führen,info,
5,Viel lernen um mögliche Schwächen zu überdecken,sitcon,
5,Nicht auf eigene negative Gedanken hören,self-en,
5,Ich hole mir Tipps wie ich auf ihr Level komme,instr-supp,
5,"Ich mache mich auf die Suche nach Leuten, die an einer Lerngruppe interessiert sind.",sitcon,
5,"Ich versuche neue Leute kennenzulernen, denen es ähnlich geht.",sitcon,
5,damit abfinden,reapp,
5,Einfach auf sich zukommen lassen,reapp,
5,Nicht vergleichen,reapp,
5,Daran lasse ich mich nicht beeindrucken.,reapp,
5,Ich lese ein Buch ü. Selbstwertsteigerung.,info,
5,mich mit anderen über Studis vernetzen & austauschen,sitcon,
5,"mir zusichern, dass ich es schaffen kann",self-en,
5,gutes soziales Umfeld suchen,sitcon,
5,geh shoppen,dist,
5,viel Zeit für Uni investieren,sitcon,
5,Ich probier mit ihnen zu reden und vielleicht einen Kompromiss zu finden.,sitcon,
5,sich selbst nicht mit den anderen vergleichen,sitcon,
5,auf Sozial leben be***,sitcon,
5,Ich suche das Gespräch mit einem mir bekannten Professor,instr-supp,
5,Situation rational betrachten,reapp,
5,Sozialen Anschluss suchen um zusätzliches Level einschätzen zu können,sitcon,
5,frage Mitstudierende um Hilfe,instr-supp,
5,aufhören mich zu vergleichen,reapp,
5,halte mir mein Ziel vor Augen,reapp,
6,"von Chef nochmal hören, dass man gut ist",instr-supp,
6,sich vergleichen mit anderen Leuten,sitcon,
6,Mit Freunde unterhalten über eigene Empfindungen,social-supp,
6,Mit einer Freundin treffen und darüber reden.,social-supp,
6,"versuchen, dem Chef zu glauben",reapp,
6,"Plan machen, was beim nächsten Mal besser machen könnte",reapp,
6,"mit dem Klienten darüber reden, mir seine Vorstellungen anhören",sitcon,
6,Mit Arbeitskollegen sprechen,instr-supp,
6,"Versuche herauszufinden, was meinen Klienten stört",info,
6,Ich kümmere mich nicht darum & mache weiter um meine Arbeit,sitcon,
6,"Ich stelle eine Liste auf, was ich falsch gemacht haben könnte.",sitcon,
6,Mit einem guten Freund darüber sprechen,social-supp,
6,"Hinterfragen warum ich mich schlecht fühle, Chef sagt gut!",reapp,
6,sich darüber bei jemandem aufregen,sitcon,
6,An was Schönes denken,dist,
6,an alle bisher zufrieden gestellten Klienten erinnern,sitcon,
6,"selbst reflektieren was das Problem war, in Zukunft meiden/besser machen",reapp,
6,Ich bitte meinen Chef um eine Schulung (Customer Relationship),instr-supp,
6,Ich werde härter arbeiten als zuvor,sitcon,
6,Shit happens. let’s move on,reapp,
6,Ich frage nach dem Grund,sitcon,
6,Ich spiele mit meinem Freund und konzentriere mich auf sein Lob.,social-supp,
6,über Kojen aufregen/auskotzen,expr,
6,Habe Schwierigkeiten mich basierend auf der Beschreibung in die Situation zu versetzen. Finde Aerger viel zu naheliegend.,expr,
6,"Ich versuche zu analysieren, was schiefgegangen ist.",sitcon,
6,"Ich denke über alles nach was mich an dem Klienten gestört hat, bis die Traurigkeit zu Wut wird & ich ihm die Schuld geben kann",expr,
6,"Überlegen, was den Klienten gestört haben könnte.",reapp,
6,versuche rauszufinden warum,info,
6,Mit dem Klienten noch einmal ruhig von vorne beginnen,sitcon,
6,lästere über den Klienten bei Freunden,social-supp,
6,ich hoffe auf nettere Kunden beim nächsten Mal,reapp,
6,Ich suche erneut das Gespräch mit meinem Chef - er scheint mir loyal und treu zu sein,instr-supp,
6,sich Worte des Chefs immer wieder vor Augen halten,instr-supp,
6,"Beginn meine Leistung selbst zu beurteilen, auch wenn mir nichts bringt.",sitcon,
6,"Ich suche dennoch nach Indizien, ob meine Leistung evtl. fehlerhaft war",info,
6,mir gut zureden,reapp,
7,Vorgesetzten darauf ansprechen,sitcon,
7,"Ich versuche anzumerken, dass diese Info fehlt",sitcon,
7,Ich fordere eine Korrektur des Zwischenberichts,sitcon,
7,Unterstützung in Team sichern falls Chefetage sich beschwert,instr-supp,
7,in die Arbeit vertiefen,sitcon,
7,Ich suche den Schuldigen,info,
7,informiere über das fehlende Mittel,info,
7,Ich versuche den Rückstand wieder aufzuholen.,sitcon,
7,Ich unternehme nichts und mache weiter,reapp,
7,Schiebe übermässige Arbeit an jmd anders ab,sitcon,
7,Plane in Zukunft mehr Zeit für mögl. Komplikationen ein.,reapp,
7,Positive Gedanken machen,self-en,
7,Ich lasse meiner Wut kurz freien Lauf um mich wieder konzentrieren zu können.,expr,
7,Umfokussieren auf die weiteren Schritte die jetzt wichtig sind,sitcon,
7,Ich konfrontiere die Person die Schuld am Hinauszoegern hat und lasse sie Schuld tragen.,sitcon,
7,Hole die verlorene Zeit auf.,sitcon,
7,mache Yoga,relax,
7,öfter um Betriebsmittel fragen - nerven,sitcon,
7,in Zwischenbericht dokumentieren,sitcon,
7,Ich lasse die Verzögerung an meinen Kollegen aus,expr,
7,ich rechtfertige die Verzögerung damit,sitcon,
7,Korrektur des Zwischenberichtes anstreben,sitcon,
7,Suche besseren Zugang,sitcon,
7,Ich finde die verantwortliche Person und bringe meinen Ärger zum Ausdruck,expr,
7,Wut Kollegen mitteilen,expr,
7,"ich werde mit der Firma reden, bezüglich der Hinauszögerung der Betriebsmittel",instr-supp,
7,Ich erkläre dem Chef warum es dazu gekommen ist,instr-supp,
7,Das Fehlen d. Betriebsmittel beim Vorgesetzten erwaehnen,sitcon,
7,bei anderen darüber aufregen,expr,
8,Essen bestellen um nicht noch mehr Stress zu erzeugen,sitcon,
8,"Ich sage mir, dass Aufregung ok ist und dass es gut ist aufgeregt zu sein",reapp,
8,"Ich sage meiner Familie, dass ich keinen Stress möchte und setze nur die zusammen, die sich vertragen",sitcon,
8,lade die Grossfamilie wieder aus,sitcon,
8,ich bitte streitoffene Personen sich zusammenzureissen,sitcon,
8,"Ich schreibe eine Liste, um meine Gedanken zu ordnen.",sitcon,
8,Male m. schlimmste Situation aus > „auch kein Weltuntergang“,reapp,
8,Partyplaner organisieren,sitcon,
8,nicht zu viel vornehmen ,sitcon,
8,sich darauf fokussieren wie schön es ist die Familie wiederzusehen,reapp,
8,durchatmen,relax,
8,Ich ziehe mich zurück und denke nicht weiter darüber nach,withdr,
8,Ich versuche mich zu beruhigen,relax,
8,Den Leuten sagen dass man nervös sei,sitcon,
8,ich entspanne mich und schaue einen Film,relax,
8,Falls die Aufregung zu gross ist schaue ich nach Beruhigungsmöglichkeiten,relax,
8,"Ich sage meiner Familie, wenn es nicht klappen sollte spontan ab",sitcon,
8,"Familie darüber informieren, dass es ein entspannter Tag werden soll",sitcon,
9,"Ich frage ihn, warum wir uns nicht mehr treffen",sitcon,
9,"Ich sage dem Kollegen, dass ich es schade finde",sitcon,
9,einen anderen Gesprächspartner finden,sitcon,
9,Sich jemand anderen aus der „Arbeitsgruppe“ suchen,sitcon,
9,ihn anrufen & fragen wie es ihm geht,sitcon,
9,Geniesse die Zeit mit mir und gehe auch ab und zu alleine ins Cafe (behalte das Ritual trotzdem).,sitcon,
9,Pflege alte Freundschaften,social-supp,
9,Ich treffe mich mit anderen Kollegen,sitcon,
9,ich versuche in die gleiche Abteilung zu kommen,sitcon,
9,Kollegen in anderer Abteilung aufsuchen,sitcon,
9,Mit Freunden reden,social-supp,
9,frage ihn hin & wieder als Verwandt um Rat,social-supp,
9,Kontakt/kommunikation mit dem Kollegen (Vereinbarung eines anderen Termins),sitcon,
9,"frage, ob ich auch in seine Abteilung kann",sitcon,
9,"Ich reelisiere, dass sich Zeiten ändern",reapp,
