Item,ER Suggestion,Label,New Label
3,Ich reflektiere das Leben meiner Verwandten,reapp,
3,"Versuchen für die anderen da zu sein, die das vll mehr trifft.",social-supp,
3,"Ich höre Musik, die zu meiner Stimmung passt.",dist,
3,Musik hoeren,dist,
3,Ich betrinke mich und denke über den Tod nach,subst-alc,
3,Fotos mit Verwandten (& selbst) drauf anschauen,dist,
3,Ich rufe im KH an um mich über ihren Zustand zu informieren,info,
3,Ich bin so gut es geht für ihn/sie da und versuche das Beste draus zu machen und die Zeit mit ihm zu genießen.,reapp,
3,Ich spreche mit den näheren Angehörigen,social-supp,
3,"ich frage, ob ich etwas tun kann, versuche aktiv zu werden",reapp,
3,Zeit nehmen,sitcon,
3,"Dem Verwandten mitteilen, was er/sie dir bedeutet",sitcon,
3,Briefe schreiben,dist,
3,"Setze mich intensiv damit auseinander, versuche damit umzugehen",reapp,
3,Erinnerungen nutzen,dist,
3,"Erkundigen, was genau passiert ist",info,
3,jemanden die Sorgen erzählen,instr-supp,
3,Ich versuche mich erstmal zu beruhigen (tiefes ein- und ausatmen),relax,
3,sich ablenken,dist,
3,Musik hören,dist,
3,"weinen, im Bett liegen bis man nicht mehr weinen kann",expr,
3,Trauerbegleitung,instr-supp,
4,"MitspielerInnen um Hilfe fragen, sich zu verbessern",reapp,
4,Sport aufgeben,withdr,
4,Trainieren gehen,reapp,
4,Ich beruhige mich bevor ich aus Wut etwas falsches sage und rede dann mit ihnen,reapp,
4,Mache mir nichts daraus.,reapp,
4,"Ich frage mach, warum ich keine gute Spieler/in bin und wie ich mich verbessern kann",sitcon,
4,ich suche das Gespräch,expr,
4,die Mitspieler konfrontieren,expr,
4,mit Mitspielern über ihr Verhalten & Emotionen sprechen,expr,
4,Ich versuche das zu ignorieren u. vertraute auf mein Können.,reapp,
4,Ich frage den/die beste SpielerIn um Hilfe.,instr-supp,
4,spreche sie direkt an was das soll,expr,
4,"Ich frage sie, warum sie so denken und bitte um Besserungsvorschläge.",instr-supp,
4,traurig sein und mir selbst Schuld geben,expr,
4,Versuche mein Selbstwert nicht davon abhängig zu machen & mich zu stärken.,self-en,
4,Suche mir ein anderes Team. (möglicher weise etwas leichter),sitcon,
4,Ich evaluiere ob solche Menschen dann überhaupt die Richtigen für mein Wohlbefinden sind,reapp,
4,Abwiegen ob de Aussage auf Fakten oder Emotionen basiert,reapp,
4,"mich ärgern, es ihnen aber nicht sagen",suppress,
4,"Ich spreche an, wie ich mich fühle & schau Ich teile meinen Mitspielern mit wie ich mich fühle",expr,
4,Ich spreche sie darauf an,expr,
4,Aus dem Team aussteigen,withdr,
4,mache Yoga,dist,
4,ich greife ebenfalls Mitspieler verbal an,expr,
4,"auf meine Bedürfnisse schauen & dann entscheiden, ob ich weitermachen will",reapp,
4,mich beim Couch beschweren,expr,
4,Ich konfrontiere sie damit.,expr,
4,Die Person zur Rede stellen,expr,
4,bei Freunden auslassen,social-supp,
4,Zu ihnen gehen und fragen was ich verbessern sollte,sitcon,
4,"Boxsack hauen und versuchen, es zu vergessen",dist,
4,"direkt ansprechen & sagen, das einen das verunsichert/veraergert/verletzt",expr,
4,die Kritik annehmen und nach *** fragen um sich zu bessern,info,
4,"es auf die persönliche Beziehung beziehen, nicht auf den Skill",reapp,
4,"Ich werde härter trainieren und versuchen ihnen zu beweisen, das sie sich geirrt haben",reapp,
4,"ich frage, warum sie mir das nicht selbst sagen, wenn sie (konstruktive) Kritik haben",info,
4,Diejenigen Personen darauf ansprechen,expr,
4,Sie kritisieren,expr,
4,"Ich frage andere Mitglieder, was sie denken.",instr-supp,
4,ich meide den Kontakt mit den Mitspielern,withdr,
4,"ich höre nicht auf das, was der Freund gesagt hat",reapp,
4,Coach berichten,instr-supp,
4,Mehr trainieren.,reapp,
4,"Ich reflektiere darüber, wo sie recht haben könnten",reapp,
4,"Ich frage, wieso sie das denkten.",expr,
4,Fragen was ich besser machen kann,info,
4,Ich überzeuge sie vom Gegenteil,sitcon,
4,in besagter Situation den Ärger visuell bündeln (z.B. in geballter Faust und loslassen > Mentalfreiheit),expr,
4,frag die anderen Kollegen ob sie das Gleiche empfinden,instr-supp,
4,Extra schlecht nächstes Mal spielen,sitcon,
4,Mitspieler auf ihre Aussage anreden,expr,
4,Ich gehe weinend nach Hause und überlege mir einen Racheplan.,withdr,
4,"Ich frage die anderen Mitspieler, ob sie das auch so wahrnehmen",instr-supp,
4,"ich kritisiere, dass solche Aussagen nicht dem Teamgeist entsprechen",sitcon,
4,Ich rede mit dem Schiedsrichter darüber.,instr-supp,
4,Ich lasse meinen Ärger raus und mache Sport,dist,
4,"ich überlege mir selbst, warum sie das gesagt haben",reapp,
4,"Ich sage zu meinen MitspielerInnen, sie seiner selber nicht gut",expr,
4,aus dem Team aussteigen,withdr,
4,An mir zweifeln (kritisch hinterfragen),reapp,
4,"Kritik annehmen, fragen was ich besser machen kann",reapp,
4,"sie fragen, ob sie mit mir trainieren",sitcon,
4,Nach Tipps fragen um bessere zu werden.,instr-supp,
4,Ich nehme die Kritik an und denke darüber nach,reapp,
4,Ich spreche diese Personen darauf an.,expr,
4,Ablenkung,dist,
4,beginne einen Streit mit ihr,expr,
4,ich beschwere mich beim Trainer über diese Person bzw. deren unfreundl. Verhalten,sitcon,
4,Ich richte mich an Freunde,social-supp,
4,Zusätzliches Training,sitcon,
4,Sich Gedanken um das Problemlösen der Situation herum zu machen,info,
4, Frust durch körperliche Aktivität abbauen,dist,
4,"überlegen, ob ich sie vielleicht anderwärtig verärgert habe und sie mir deshalb solche Sachen sagen",sitcon,
4,Meditieren,relax,
4,es als Ansporn nehmen härter zu trainieren & sich zu verbessern,reapp,
4,Ich stelle die MitspielerInnen zur Rede und frage sie nach dem Grund.,expr,
4,Gründe für diese Einstellung von ihnen finden,reapp,
4,petze es dem Trainer,instr-supp,
4,Ich spreche die Mitspieler darauf an.,expr,
4,ich frage nach dem Gründen für die Annahme,instr-supp,
4,Trainer um seine Meinung fragen,instr-supp,
4,"Ich frage sie, wo sie Verbesserungspotenzial sehen",instr-supp,
4,das Team verlassen,withdr,
4,Ich höre nur auf mich selbst und ignoriere das Gerede,withdr,
4,Ich verlasse das Team,withdr,
4,Ihr Meinung respektieren,reapp,
4,Ich verbessere meine Fähigkeiten.,sitcon,
4,"Ich trainiere härter, um sie zu überzeugen, dass ich gut bin.",sitcon,
4,Jemand anderen um seine Meinung fragen,instr-supp,
4,"Ich suche mir eine andere Sportart, de ich vielleicht besser kann",sitcon,
4,"Einfach so weitermachen, Sport ist Spass",reapp,
4,Mit Obmann/Kapitän darüber reden,instr-supp,
4,Konflikt dem Trainer melden,instr-supp,
4,nach Verbesserungsvorschlaegen fragen,instr-supp,
4,"Ich arbeite daran, so etwas nicht zu nahe an mich heran zu lassen",reapp,
4,Meinung der Anderen nicht für zu wichtig nehmen,reapp,
4,"meinen Mitspielern mitteilen, dass sie hiermit meine Gefühle verletzt hat",expr,
4,"Ich spreche sie darauf an & frage, wieso sie das denken",instr-supp,
4,Ich arbeite mit ihnen um mich zu werbessern,reapp,
4,Neue Mitspieler suchen welche nicht so leistungsfokussiert sind,withdr,
4,ich spiele beim nächsten Spiel total gegen meine Mitspieler,other,destr-soc
4,mit dem Team streiten,other,destr-soc
4,"bewusst machen, wie unsportlich das Verhalten ist",reapp,
4,Ich versuche den brodelnden Ärger während des Trainings zu nutzen,expr,
4,Ebenfalls über MitspielerInnen lästern,other,destr-soc
4,Offen nach ihrer Meinung +. Begründung dafür zu (er)fragen,instr-supp,
4,Ich lästere über sie um keine Wut rauszulassen,suppress,
4,mich mit Freunden treffen und Zeit verbringen,dist,
4,Ich tue so als wäre ich nicht verärgert.,suppress,
4,"MitspielerInnen darauf ansprechen, dass das verletzend war",expr,
4,Die Personen konfrontieren,expr,
4,Ich lasse mich nicht entmutigen,reapp,
4,Ich spreche meine Mitspieler/innen darauf an,expr,
4,"Mehr trainieren, um sie zu belehren/eins auszuwischen",sitcon,
4,ich schaue mich nach anderen Team um,withdr,
4,andere Mitspieler nach eigener Leistung fragen,instr-supp,
4,Abwägen ob konstruktive Kritik (Energieinput) wirksam sein kann,reapp,
4,mich bei vertrauten Mitspielern ausreden,instr-supp,
4,sie lächerlich machen in einem Spiel durch mehr Skill,other,destr-soc
4,"Mir ist egal, was die anderen über mich denken.",reapp,
4,Vgl. m. mit schlechteren Sportlern als mir,self-en,
4,an Erfolge zurückdenken,reapp,
4,Ich suche das Gespräch mit Leuten im Team die mir nahe stehen,social-supp,
4,Konfrontiere Mitspieler wieso sie das behaupten.,expr,
4,ein aufschlussreiches Gespräch mit meinen Mitspielern führen meine Kenntnisse,sitcon,
4,"meinen Ärger den anderen mitteilen, Gründe erfragen",instr-supp,
4,ich suche mir ein neues Hobby,withdr,
4,Den anderen ebenfalls unzulänglichkeiten an den Kopf werfen,other,destr-soc
4,Ich frage in die Mannschaft ob es an meinem Verhalten oder an meiner Spielweise liegt.,instr-supp,
4,Meditieren,relax,
4,nachdenken warum sie das sagen,reapp,
4,"Ich beruhige mich & sage mir, dass es ein Sport aus Spass ist, kein Wettkampfsport. Leistung ist nicht alles",reapp,
4,mit ihnen vergleichen,reapp,
4,Sport beenden (abhängig von der Realität ob man obj. gut ist oder nicht),withdr,
4,beleidigt sein und nicht mehr mit diesen Mitspielern reden,withdr,
4,Andere nach Meinung dazu fragen,instr-supp,
4,behaupte das Gleiche über sie vor den anderen,other,destr-soc
4,Ich rede mit ihm/stelle in zur Rede,sitcon,
4,"ich muss nicht der/die Beste sein, solange es mir Spass macht",reapp,
4,mich fragen warum sie das sagen,reapp,
4,Was Schönes unternehmen,dist,
4,mehr trainieren,sitcon,
4,spiele extra schlecht,sitcon,
4,Ich verlasse das Team,sitcon,
4,Verhältnisse nüchtern einschätzen: ist Mitspieler wirklich besserer Spieler? > wenn ja: rational sehen,reapp,
4,den Mitspielern ihre eigenen Fehler vorhalten,other,destr-soc
4,sie das nächste mal ebenso verärgern,other,destr-soc
4,Ich spreche die Person auf ihre Aussage an.,sitcon,
4,sie vom Gegenteil überzeugen,sitcon,
4,Mitspieler ignorieren,withdr,
4,Den Mitspielern das Gegenteil beweisen,sitcon,
4,beschimpfe sie,other,destr-soc
4,"ich suche mir eine andere Form der körperlichen Betätigung, bei der ich nach meinen eigenen Regeln spielen kann.",sitcon,
5,"Ich denke an de Erfolge, die ich im Studium bereits erzielt habe.",self-en,
